# FLIGHT LOG
# Takeoff, landing, and distance flown of each UAS.
# 
# Simulation Time [s], UAS, Takeoff/Landing, Distance [m]
# simt
2.05000000,SURVEILLANCEOP6,takeoff,0
2.05000000,SURVEILLANCEOP3,takeoff,0
2.05000000,SURVEILLANCEOP4,takeoff,0
2.05000000,SURVEILLANCEOP5,takeoff,0
37.05000000,BACKGROUND1,takeoff,0
46.05000000,BACKGROUND2,takeoff,0
129.05000000,BACKGROUND4,takeoff,0
147.05000000,BACKGROUND5,takeoff,0
165.05000000,BACKGROUND6,takeoff,0
183.05000000,BACKGROUND7,takeoff,0
212.05000000,BACKGROUND3,takeoff,0
220.05000000,BACKGROUND9,takeoff,0
248.05000000,BACKGROUND10,takeoff,0
262.05000000,BACKGROUND8,takeoff,0
300.60000000,BACKGROUND6,landing,360.17456150
300.60000000,BACKGROUND6,takeoff,0
300.95000000,BACKGROUND10,landing,520.32646181
300.95000000,BACKGROUND10,takeoff,0
302.10000000,BACKGROUND4,landing,1816.60341919
303.00000000,BACKGROUND3,landing,1386.10509250
303.00000000,BACKGROUND3,takeoff,0
304.95000000,BACKGROUND1,landing,2714.61120603
304.95000000,BACKGROUND1,takeoff,0
305.55000000,BACKGROUND5,landing,1570.69346774
305.55000000,BACKGROUND5,takeoff,0
306.90000000,BACKGROUND7,landing,1098.76643220
306.90000000,BACKGROUND7,takeoff,0
307.20000000,BACKGROUND8,landing,696.18818940
307.20000000,BACKGROUND8,takeoff,0
317.45000000,BACKGROUND2,landing,3808.94151102
317.45000000,BACKGROUND2,takeoff,0
319.80000000,BACKGROUND9,landing,1011.16755682
319.80000000,BACKGROUND9,takeoff,0
369.15000000,BACKGROUND1,landing,738.78557378
390.40000000,BACKGROUND8,landing,1102.90070469
399.05000000,BACKGROUND12,takeoff,0
436.05000000,BACKGROUND14,takeoff,0
441.35000000,BACKGROUND6,landing,1694.82879238
455.15000000,BACKGROUND2,landing,2098.96690975
468.05000000,BACKGROUND13,takeoff,0
