# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
181.00000000,BACKGROUND16,SURVEILLANCE_LUFTHANSA,479.84993227
210.00000000,BACKGROUND10,SURVEILLANCE_LUFTHANSA,443.11991166
242.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,441.73828491
335.00000000,BACKGROUND12,SURVEILLANCE_EUROWINGS,7.72765185
343.00000000,BACKGROUND44,SURVEILLANCE_EUROWINGS,449.04442734
354.00000000,BACKGROUND18,SURVEILLANCE_EUROWINGS,494.13011117
452.00000000,BACKGROUND15,BACKGROUND26,0.00247039
453.00000000,BACKGROUND26,BACKGROUND28,7.38377539
472.00000000,BACKGROUND3,BACKGROUND54,31.44781257
489.00000000,BACKGROUND3,BACKGROUND52,3.26112879
490.00000000,BACKGROUND3,BACKGROUND52,3.30735740
502.00000000,BACKGROUND3,BACKGROUND47,31.00092486
545.00000000,BACKGROUND32,BACKGROUND39,29.07351261
558.00000000,BACKGROUND52,BACKGROUND54,9.81688507
569.00000000,BACKGROUND26,BACKGROUND34,33.73277829
583.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,90.42624198
653.00000000,BACKGROUND52,BACKGROUND54,28.62035085
842.00000000,BACKGROUND100,BACKGROUND52,29.67008605
860.00000000,BACKGROUND90,BACKGROUND94,8.80722958
914.00000000,BACKGROUND84,BACKGROUND85,0.00004023
959.00000000,BACKGROUND109,BACKGROUND62,6.28392592
962.00000000,BACKGROUND84,BACKGROUND85,0.00121829
964.00000000,BACKGROUND84,BACKGROUND85,8.07646791
965.00000000,BACKGROUND84,BACKGROUND85,8.07646794
966.00000000,BACKGROUND84,BACKGROUND85,8.07646796
967.00000000,BACKGROUND84,BACKGROUND85,8.07646799
968.00000000,BACKGROUND84,BACKGROUND85,8.07646802
969.00000000,BACKGROUND84,BACKGROUND85,8.07646806
970.00000000,BACKGROUND84,BACKGROUND85,8.07646809
971.00000000,BACKGROUND84,BACKGROUND85,8.07646813
972.00000000,BACKGROUND84,BACKGROUND85,8.07646816
973.00000000,BACKGROUND84,BACKGROUND85,8.07646820
974.00000000,BACKGROUND84,BACKGROUND85,8.07646825
975.00000000,BACKGROUND84,BACKGROUND85,8.07646829
976.00000000,BACKGROUND84,BACKGROUND85,8.07646834
977.00000000,BACKGROUND84,BACKGROUND85,8.07646838
978.00000000,BACKGROUND84,BACKGROUND85,8.07646843
979.00000000,BACKGROUND84,BACKGROUND85,8.07646849
980.00000000,BACKGROUND84,BACKGROUND85,8.07646854
981.00000000,BACKGROUND84,BACKGROUND85,8.07646860
982.00000000,BACKGROUND84,BACKGROUND85,8.07646865
983.00000000,BACKGROUND84,BACKGROUND85,8.07646871
984.00000000,BACKGROUND84,BACKGROUND85,8.07646878
985.00000000,BACKGROUND84,BACKGROUND85,8.07646884
986.00000000,BACKGROUND84,BACKGROUND85,8.07646891
987.00000000,BACKGROUND84,BACKGROUND85,8.07646897
988.00000000,BACKGROUND84,BACKGROUND85,8.07646904
989.00000000,BACKGROUND84,BACKGROUND85,8.07646911
990.00000000,BACKGROUND84,BACKGROUND85,8.07646919
991.00000000,BACKGROUND84,BACKGROUND85,8.07646926
992.00000000,BACKGROUND84,BACKGROUND85,8.07646934
993.00000000,BACKGROUND84,BACKGROUND85,8.07646942
994.00000000,BACKGROUND84,BACKGROUND85,8.07646950
995.00000000,BACKGROUND84,BACKGROUND85,8.07646958
996.00000000,BACKGROUND84,BACKGROUND85,8.07646967
997.00000000,BACKGROUND84,BACKGROUND85,8.07646976
998.00000000,BACKGROUND84,BACKGROUND85,8.07646984
999.00000000,BACKGROUND84,BACKGROUND85,8.07646994
1000.00000000,BACKGROUND84,BACKGROUND85,8.07647003
1001.00000000,BACKGROUND84,BACKGROUND85,8.07647012
1002.00000000,BACKGROUND84,BACKGROUND85,8.07647022
1003.00000000,BACKGROUND84,BACKGROUND85,8.07647032
1004.00000000,BACKGROUND84,BACKGROUND85,8.07647042
1005.00000000,BACKGROUND84,BACKGROUND85,8.07647052
1033.00000000,BACKGROUND100,BACKGROUND107,0.88904606
1058.00000000,BACKGROUND41,BACKGROUND90,21.13121839
1070.00000000,BACKGROUND100,BACKGROUND41,5.91060291
1102.00000000,BACKGROUND101,BACKGROUND124,8.77202271
1122.00000000,BACKGROUND101,BACKGROUND124,29.22384823
1410.00000000,BACKGROUND119,BACKGROUND140,2.24421359
1411.00000000,BACKGROUND119,BACKGROUND140,0.04794941
1452.00000000,BACKGROUND107,BACKGROUND123,1.59038069
1518.00000000,BACKGROUND131,BACKGROUND139,0.00079097
1562.00000000,BACKGROUND177,BACKGROUND186,34.46823814
1576.00000000,BACKGROUND157,BACKGROUND171,33.55386340
1603.00000000,BACKGROUND117,BACKGROUND167,1.19415581
1606.00000000,BACKGROUND117,BACKGROUND167,1.74094303
1629.00000000,BACKGROUND109,BACKGROUND187,32.59762554
1654.00000000,BACKGROUND182,BACKGROUND90,0.07808557
1666.00000000,BACKGROUND147,BACKGROUND177,0.01225806
1668.00000000,BACKGROUND147,BACKGROUND186,0.16042809
1674.00000000,BACKGROUND177,BACKGROUND186,1.50590764
1731.00000000,BACKGROUND182,BACKGROUND201,0.18208093
