# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
237.00000000,BACKGROUND6,SURVEILLANCE_LUFTHANSA,163.33644885
238.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,459.21041552
420.00000000,BACKGROUND22,BACKGROUND31,6.85642142
446.00000000,BACKGROUND43,SURVEILLANCE_EUROWINGS,111.21640928
489.00000000,BACKGROUND23,BACKGROUND31,0.00076894
564.00000000,BACKGROUND44,BACKGROUND57,0.09947004
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
653.00000000,BACKGROUND22,BACKGROUND66,0.00008312
705.00000000,BACKGROUND53,BACKGROUND56,0.55195067
713.00000000,BACKGROUND32,BACKGROUND56,2.05582729
763.00000000,BACKGROUND43,BACKGROUND66,0.11302866
767.00000000,BACKGROUND43,BACKGROUND66,0.01906814
768.00000000,BACKGROUND43,BACKGROUND66,0.02608266
799.00000000,BACKGROUND24,BACKGROUND44,0.05352158
833.00000000,BACKGROUND32,BACKGROUND53,0.00028774
845.00000000,BACKGROUND48,BACKGROUND95,0.00011133
848.00000000,BACKGROUND82,BACKGROUND88,2.18509075
864.00000000,BACKGROUND88,BACKGROUND92,0.09433950
884.00000000,BACKGROUND81,BACKGROUND92,0.31624829
912.00000000,BACKGROUND60,BACKGROUND80,0.00007187
913.00000000,BACKGROUND60,BACKGROUND80,0.00000001
914.00000000,BACKGROUND60,BACKGROUND80,0.53486966
1053.00000000,BACKGROUND60,BACKGROUND82,0.04253329
1110.00000000,BACKGROUND110,BACKGROUND42,0.30936984
1115.00000000,BACKGROUND113,BACKGROUND42,2.07073632
1138.00000000,BACKGROUND110,BACKGROUND113,6.44537503
1140.00000000,BACKGROUND65,BACKGROUND71,0.00085086
1188.00000000,BACKGROUND111,BACKGROUND126,0.00136716
1201.00000000,BACKGROUND86,BACKGROUND91,0.00000000
1210.00000000,BACKGROUND118,BACKGROUND75,3.10309468
1211.00000000,BACKGROUND118,BACKGROUND75,3.10708815
1215.00000000,BACKGROUND76,BACKGROUND98,0.61236126
1295.00000000,BACKGROUND112,BACKGROUND80,0.45661120
1500.00000000,BACKGROUND166,BACKGROUND73,0.06182887
1504.00000000,BACKGROUND154,BACKGROUND166,0.28573268
1556.00000000,BACKGROUND106,BACKGROUND127,21.75880963
1588.00000000,BACKGROUND124,BACKGROUND164,0.14414427
1613.00000000,BACKGROUND159,BACKGROUND170,2.00059609
1672.00000000,BACKGROUND116,BACKGROUND142,5.32530552
1698.00000000,BACKGROUND111,BACKGROUND136,2.30841249
1700.00000000,BACKGROUND111,BACKGROUND136,5.18455956
1702.00000000,BACKGROUND111,BACKGROUND136,0.23001858
1735.00000000,BACKGROUND112,BACKGROUND151,0.26300624
1790.00000000,BACKGROUND165,BACKGROUND187,10.74230181
