# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
308.00000000,BACKGROUND12,BACKGROUND24,7.30033609
384.00000000,BACKGROUND27,BACKGROUND49,23.06608881
483.00000000,BACKGROUND58,BACKGROUND62,29.06865552
565.00000000,BACKGROUND43,BACKGROUND67,0.00362310
585.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,1.53118055
586.00000000,BACKGROUND58,BACKGROUND65,12.12854436
602.00000000,BACKGROUND6,BACKGROUND79,0.04439840
619.00000000,BACKGROUND63,BACKGROUND76,25.66866694
630.00000000,BACKGROUND81,BACKGROUND82,18.80421394
638.00000000,BACKGROUND35,BACKGROUND76,7.51444509
701.00000000,BACKGROUND79,BACKGROUND82,0.72083793
705.00000000,BACKGROUND70,BACKGROUND90,0.40639506
746.00000000,BACKGROUND50,BACKGROUND87,1.89272951
957.00000000,BACKGROUND108,BACKGROUND98,1.08872408
1078.00000000,BACKGROUND126,BACKGROUND128,0.00888207
1107.00000000,BACKGROUND117,BACKGROUND128,6.83075951
1169.00000000,BACKGROUND114,BACKGROUND138,27.71063348
1271.00000000,BACKGROUND145,BACKGROUND164,0.28614987
1411.00000000,BACKGROUND177,BACKGROUND183,0.00243709
1535.00000000,BACKGROUND177,BACKGROUND188,27.09857072
1552.00000000,BACKGROUND193,BACKGROUND199,8.53667162
1706.00000000,BACKGROUND205,BACKGROUND220,1.03136145
1707.00000000,BACKGROUND139,BACKGROUND213,3.51229382
1728.00000000,BACKGROUND219,BACKGROUND221,30.49444448
1758.00000000,BACKGROUND206,BACKGROUND222,36.24517945
1759.00000000,BACKGROUND206,BACKGROUND222,36.31336317
1760.00000000,BACKGROUND206,BACKGROUND222,36.49676628
1786.00000000,BACKGROUND197,BACKGROUND226,0.42401793
