# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
245.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,447.22110206
311.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,62.59355120
360.00000000,BACKGROUND25,SURVEILLANCE_EUROWINGS,435.36162511
366.00000000,BACKGROUND37,SURVEILLANCE_EUROWINGS,386.00058066
375.00000000,BACKGROUND33,SURVEILLANCE_EUROWINGS,265.73012548
380.00000000,BACKGROUND38,SURVEILLANCE_EUROWINGS,113.03273848
380.00000000,BACKGROUND22,SURVEILLANCE_EUROWINGS,182.13582774
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
839.00000000,BACKGROUND57,BACKGROUND64,7.87218073
891.00000000,BACKGROUND34,BACKGROUND40,0.00119556
954.00000000,BACKGROUND43,BACKGROUND58,4.08447856
1064.00000000,BACKGROUND54,BACKGROUND68,0.49736997
1152.00000000,BACKGROUND54,BACKGROUND68,0.01026948
1245.00000000,BACKGROUND109,BACKGROUND79,0.03041055
1387.00000000,BACKGROUND139,BACKGROUND160,0.26101156
1523.00000000,BACKGROUND181,BACKGROUND188,0.63641100
1597.00000000,BACKGROUND149,BACKGROUND16,0.11127110
