# LOSS OF SEPARATION LOG
# Start and end of all loss of separation
# 
# Simulation Time [s], UAS1, UAS2, Start/End
# simt
696.00000000,BACKGROUND20,BACKGROUND24,start
699.00000000,BACKGROUND20,BACKGROUND24,end
856.00000000,BACKGROUND33,BACKGROUND40,start
857.00000000,BACKGROUND33,BACKGROUND40,end
862.00000000,BACKGROUND31,BACKGROUND40,start
864.00000000,BACKGROUND31,BACKGROUND40,end
940.00000000,BACKGROUND62,BACKGROUND72,start
942.00000000,BACKGROUND62,BACKGROUND72,end
968.00000000,BACKGROUND40,BACKGROUND41,start
985.00000000,BACKGROUND40,BACKGROUND41,end
1000.00000000,BACKGROUND40,BACKGROUND41,start
1005.00000000,BACKGROUND40,BACKGROUND41,end
1054.00000000,BACKGROUND52,BACKGROUND67,start
1056.00000000,BACKGROUND52,BACKGROUND67,end
1080.00000000,BACKGROUND23,BACKGROUND30,start
1089.00000000,BACKGROUND23,BACKGROUND30,end
