# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
186.00000000,BACKGROUND13,BACKGROUND5,28.37417745
195.00000000,BACKGROUND7,BACKGROUND8,15.69395169
237.00000000,BACKGROUND15,SURVEILLANCE_LUFTHANSA,227.22853096
246.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,435.12351207
253.00000000,BACKGROUND26,SURVEILLANCE_LUFTHANSA,333.91086330
333.00000000,BACKGROUND43,SURVEILLANCE_EUROWINGS,453.39559676
482.00000000,BACKGROUND28,BACKGROUND39,2.40200077
599.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,101.22854298
704.00000000,BACKGROUND45,BACKGROUND67,0.49146201
705.00000000,BACKGROUND72,BACKGROUND85,1.08587903
796.00000000,BACKGROUND82,BACKGROUND93,6.24401891
801.00000000,BACKGROUND60,BACKGROUND63,10.01906176
828.00000000,BACKGROUND101,BACKGROUND84,0.85680569
1106.00000000,BACKGROUND111,BACKGROUND133,20.80863963
1146.00000000,BACKGROUND107,BACKGROUND138,14.25760355
1201.00000000,BACKGROUND109,BACKGROUND134,33.84583078
1353.00000000,BACKGROUND153,BACKGROUND163,9.39735742
1432.00000000,BACKGROUND114,BACKGROUND174,8.29127424
1495.00000000,BACKGROUND144,BACKGROUND180,23.60745172
1622.00000000,BACKGROUND193,BACKGROUND202,3.17541101
1699.00000000,BACKGROUND196,BACKGROUND216,13.75520908
1744.00000000,BACKGROUND208,BACKGROUND212,23.54856920
1765.00000000,BACKGROUND167,BACKGROUND217,0.16575991
