# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
789.00000000,BACKGROUND23,BACKGROUND25,0.00991417
2250.00000000,BACKGROUND104,BACKGROUND86,0.48903002
2318.00000000,BACKGROUND107,BACKGROUND84,2.69963188
2396.00000000,BACKGROUND119,DELIVERY15,1.05172426
2401.00000000,DELIVERY16,DELIVERY20,0.01165658
2402.00000000,DELIVERY16,DELIVERY20,0.39866822
2448.00000000,DELIVERY14,DELIVERY16,4.31044090
2466.00000000,BACKGROUND64,DELIVERY18,0.30757549
2474.00000000,BACKGROUND101,DELIVERY17,0.00661064
2599.00000000,BACKGROUND106,BACKGROUND120,0.08766814
2606.00000000,DELIVERY14,DELIVERY16,0.00016235
2607.00000000,DELIVERY14,DELIVERY16,0.00016235
2608.00000000,DELIVERY14,DELIVERY16,0.00016235
2609.00000000,DELIVERY14,DELIVERY16,0.00016235
2610.00000000,DELIVERY14,DELIVERY16,0.00016235
2611.00000000,DELIVERY14,DELIVERY16,0.00016235
2612.00000000,DELIVERY14,DELIVERY16,0.00016235
2613.00000000,DELIVERY14,DELIVERY16,0.00016235
2614.00000000,DELIVERY14,DELIVERY16,0.00016235
2615.00000000,DELIVERY14,DELIVERY16,0.00016235
2616.00000000,DELIVERY14,DELIVERY16,0.00016235
2617.00000000,DELIVERY14,DELIVERY16,0.00016235
2618.00000000,DELIVERY14,DELIVERY16,0.00016235
2619.00000000,DELIVERY14,DELIVERY16,0.00016235
2620.00000000,DELIVERY14,DELIVERY16,0.00016235
2621.00000000,DELIVERY14,DELIVERY16,0.00016235
2622.00000000,DELIVERY16,DELIVERY20,0.00013773
2622.00000000,DELIVERY14,DELIVERY16,0.00016235
2622.00000000,DELIVERY14,DELIVERY20,0.00002463
2623.00000000,DELIVERY16,DELIVERY20,0.00013773
2623.00000000,DELIVERY14,DELIVERY16,0.00016235
2623.00000000,DELIVERY14,DELIVERY20,0.00002463
2624.00000000,DELIVERY16,DELIVERY20,0.00013773
2624.00000000,DELIVERY14,DELIVERY16,0.00016235
2624.00000000,DELIVERY14,DELIVERY20,0.00002463
2625.00000000,DELIVERY16,DELIVERY20,0.00013773
2625.00000000,DELIVERY14,DELIVERY16,0.00016235
2625.00000000,DELIVERY14,DELIVERY20,0.00002463
2626.00000000,DELIVERY14,DELIVERY20,0.00002463
2627.00000000,DELIVERY14,DELIVERY20,0.00002463
2628.00000000,DELIVERY14,DELIVERY20,0.00002463
2629.00000000,DELIVERY14,DELIVERY20,0.00002463
2629.00000000,DELIVERY16,DELIVERY20,0.17012181
2629.00000000,DELIVERY14,DELIVERY16,0.17012173
2630.00000000,DELIVERY14,DELIVERY20,0.00002463
2631.00000000,DELIVERY14,DELIVERY20,0.00002463
2632.00000000,DELIVERY14,DELIVERY20,0.00002463
2633.00000000,DELIVERY14,DELIVERY20,0.00002463
2634.00000000,DELIVERY14,DELIVERY20,0.00002463
2635.00000000,DELIVERY14,DELIVERY20,0.00002463
2639.00000000,DELIVERY14,DELIVERY20,0.17012182
2677.00000000,BACKGROUND124,BACKGROUND85,0.12221747
2701.00000000,DELIVERY19,DELIVERY22,0.00000000
2702.00000000,DELIVERY19,DELIVERY22,0.00000000
2703.00000000,DELIVERY19,DELIVERY22,0.00741106
2704.00000000,DELIVERY19,DELIVERY22,0.03448555
2734.00000000,DELIVERY17,DELIVERY21,0.23466184
2828.00000000,DELIVERY18,DELIVERY21,0.03266557
3155.00000000,DELIVERY19,DELIVERY22,0.03287994
3156.00000000,DELIVERY19,DELIVERY22,0.03287994
3157.00000000,DELIVERY19,DELIVERY22,0.03287994
3158.00000000,DELIVERY19,DELIVERY22,0.03287994
3159.00000000,DELIVERY19,DELIVERY22,0.03287994
3160.00000000,DELIVERY19,DELIVERY22,0.03287994
3161.00000000,DELIVERY19,DELIVERY22,0.03287994
3162.00000000,DELIVERY19,DELIVERY22,0.03287994
3163.00000000,DELIVERY19,DELIVERY22,0.03287994
3164.00000000,DELIVERY19,DELIVERY22,0.03287994
3165.00000000,DELIVERY19,DELIVERY22,0.03287994
3166.00000000,DELIVERY19,DELIVERY22,0.03287994
3167.00000000,DELIVERY19,DELIVERY22,0.03287994
3168.00000000,DELIVERY19,DELIVERY22,0.03287994
3169.00000000,DELIVERY19,DELIVERY22,0.03287994
3170.00000000,DELIVERY19,DELIVERY22,0.03287994
3171.00000000,DELIVERY19,DELIVERY22,0.03287994
3172.00000000,DELIVERY19,DELIVERY22,0.03287994
3173.00000000,DELIVERY19,DELIVERY22,0.03287994
3174.00000000,DELIVERY19,DELIVERY22,0.03287994
3175.00000000,DELIVERY19,DELIVERY22,0.03287994
3176.00000000,DELIVERY19,DELIVERY22,0.03287994
3180.00000000,DELIVERY19,DELIVERY22,0.16993102
3183.00000000,DELIVERY19,DELIVERY23,0.55956742
3234.00000000,DELIVERY19,DELIVERY22,7.16161678
3258.00000000,BACKGROUND127,BACKGROUND160,0.77799906
3301.00000000,DELIVERY27,DELIVERY29,0.00586743
3302.00000000,DELIVERY27,DELIVERY29,0.38062963
3475.00000000,BACKGROUND140,BACKGROUND170,1.76026174
3597.00000000,DELIVERY27,DELIVERY29,9.68009202
3601.00000000,DELIVERY28,DELIVERY32,0.00000000
