# FLIGHT LOG
# Takeoff, landing, and distance flown of each UAS.
# 
# Simulation Time [s], UAS, Takeoff/Landing, Distance [m]
# simt
8.05000000,BACKGROUND1,takeoff,0
15.05000000,BACKGROUND2,takeoff,0
22.05000000,BACKGROUND3,takeoff,0
29.05000000,BACKGROUND4,takeoff,0
36.05000000,BACKGROUND5,takeoff,0
51.05000000,BACKGROUND6,takeoff,0
58.05000000,BACKGROUND7,takeoff,0
60.05000000,SURVEILLANCE_TURKISH,takeoff,0
65.05000000,BACKGROUND8,takeoff,0
72.05000000,BACKGROUND9,takeoff,0
80.05000000,BACKGROUND10,takeoff,0
87.05000000,BACKGROUND11,takeoff,0
94.05000000,BACKGROUND12,takeoff,0
101.05000000,BACKGROUND13,takeoff,0
108.05000000,BACKGROUND14,takeoff,0
116.05000000,BACKGROUND15,takeoff,0
130.05000000,BACKGROUND17,takeoff,0
137.05000000,BACKGROUND18,takeoff,0
144.05000000,BACKGROUND19,takeoff,0
152.05000000,BACKGROUND20,takeoff,0
180.05000000,BACKGROUND22,takeoff,0
180.05000000,SURVEILLANCE_LUFTHANSA,takeoff,0
181.05000000,SURVEILLANCEOP1,takeoff,0
181.05000000,SURVEILLANCEOP2,takeoff,0
181.05000000,SURVEILLANCEOP3,takeoff,0
183.05000000,BACKGROUND16,takeoff,0
195.05000000,BACKGROUND23,takeoff,0
227.25000000,BACKGROUND8,landing,2046.94011889
228.40000000,BACKGROUND5,landing,2859.25532545
240.05000000,SURVEILLANCE_EUROWINGS,takeoff,0
241.05000000,SURVEILLANCEOP4,takeoff,0
248.05000000,BACKGROUND1,landing,1533.18636442
252.05000000,BACKGROUND30,takeoff,0
263.35000000,BACKGROUND12,landing,2728.83794147
267.05000000,BACKGROUND31,takeoff,0
274.05000000,BACKGROUND32,takeoff,0
281.05000000,BACKGROUND33,takeoff,0
286.05000000,BACKGROUND21,takeoff,0
288.05000000,BACKGROUND34,takeoff,0
291.25000000,BACKGROUND3,landing,2441.39722780
300.05000000,BACKGROUND24,takeoff,0
300.05000000,BACKGROUND27,takeoff,0
300.05000000,BACKGROUND25,takeoff,0
302.05000000,BACKGROUND11,landing,3514.65906399
302.05000000,BACKGROUND11,takeoff,0
302.05000000,BACKGROUND32,landing,381.37962290
302.05000000,BACKGROUND32,takeoff,0
302.25000000,BACKGROUND17,landing,3127.52430745
302.25000000,BACKGROUND17,takeoff,0
302.65000000,BACKGROUND14,landing,2472.68257011
302.65000000,BACKGROUND14,takeoff,0
303.35000000,BACKGROUND21,landing,258.96750000
303.35000000,BACKGROUND21,takeoff,0
304.95000000,BACKGROUND2,landing,3591.45041995
304.95000000,BACKGROUND2,takeoff,0
306.00000000,BACKGROUND10,landing,3183.88836928
306.00000000,BACKGROUND10,takeoff,0
306.20000000,BACKGROUND34,landing,71.22148876
306.20000000,BACKGROUND34,takeoff,0
307.60000000,BACKGROUND30,landing,466.60972196
307.60000000,BACKGROUND30,takeoff,0
307.65000000,BACKGROUND13,landing,3459.26301597
307.65000000,BACKGROUND13,takeoff,0
308.90000000,BACKGROUND9,landing,3434.21475645
308.90000000,BACKGROUND9,takeoff,0
310.05000000,BACKGROUND36,takeoff,0
310.05000000,BACKGROUND20,landing,1718.13906580
310.05000000,BACKGROUND20,takeoff,0
311.05000000,BACKGROUND15,landing,3331.32121210
311.05000000,BACKGROUND15,takeoff,0
312.95000000,BACKGROUND19,landing,3015.53607732
312.95000000,BACKGROUND19,takeoff,0
313.30000000,BACKGROUND31,landing,197.16240892
313.30000000,BACKGROUND31,takeoff,0
317.70000000,BACKGROUND22,landing,2188.93274154
317.70000000,BACKGROUND22,takeoff,0
319.60000000,BACKGROUND16,landing,2397.80632333
319.60000000,BACKGROUND16,takeoff,0
