# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
201.00000000,BACKGROUND10,BACKGROUND8,20.28663437
261.00000000,BACKGROUND22,SURVEILLANCE_LUFTHANSA,164.86460392
264.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,403.57561867
311.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,65.07651907
328.00000000,BACKGROUND25,SURVEILLANCE_EUROWINGS,286.57232408
379.00000000,BACKGROUND19,BACKGROUND47,0.56936687
386.00000000,BACKGROUND23,SURVEILLANCE_EUROWINGS,357.44297377
402.00000000,BACKGROUND44,BACKGROUND46,0.81333954
483.00000000,BACKGROUND37,BACKGROUND54,1.79352519
491.00000000,BACKGROUND51,SURVEILLANCE_EUROWINGS,159.26952699
548.00000000,BACKGROUND52,BACKGROUND68,1.50232496
554.00000000,BACKGROUND58,BACKGROUND67,31.38347525
584.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,80.33368341
667.00000000,BACKGROUND55,BACKGROUND86,11.09407375
677.00000000,BACKGROUND49,BACKGROUND52,0.35774579
685.00000000,BACKGROUND1,BACKGROUND72,0.01223030
729.00000000,BACKGROUND70,BACKGROUND95,0.36793940
736.00000000,BACKGROUND63,BACKGROUND74,0.09547819
740.00000000,BACKGROUND60,BACKGROUND83,2.85158275
745.00000000,BACKGROUND55,BACKGROUND82,11.29772117
848.00000000,BACKGROUND109,BACKGROUND87,20.42126257
864.00000000,BACKGROUND108,BACKGROUND88,12.09229944
876.00000000,BACKGROUND113,BACKGROUND81,35.71994637
931.00000000,BACKGROUND84,BACKGROUND85,0.65982373
953.00000000,BACKGROUND84,BACKGROUND85,35.64352116
964.00000000,BACKGROUND112,BACKGROUND119,1.86761278
1050.00000000,BACKGROUND112,BACKGROUND122,4.67561411
1160.00000000,BACKGROUND142,BACKGROUND152,0.41282817
1276.00000000,BACKGROUND135,BACKGROUND152,14.78213654
1330.00000000,BACKGROUND104,BACKGROUND170,0.15342739
1573.00000000,BACKGROUND173,BACKGROUND184,0.09555718
1642.00000000,BACKGROUND200,BACKGROUND212,0.00950369
1775.00000000,BACKGROUND213,BACKGROUND220,15.62415612
