# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
906.00000000,DELIVERY1,DELIVERY5,0.68775021
1372.00000000,DELIVERY5,DELIVERY9,0.30207975
1444.00000000,DELIVERY5,DELIVERY9,3.05901227
1754.00000000,DELIVERY10,DELIVERY7,0.72444846
1755.00000000,DELIVERY10,DELIVERY7,1.67335747
1756.00000000,DELIVERY10,DELIVERY7,1.67335747
1757.00000000,DELIVERY10,DELIVERY7,1.67335747
1758.00000000,DELIVERY10,DELIVERY7,1.67335747
1759.00000000,DELIVERY10,DELIVERY7,1.67335747
1760.00000000,DELIVERY10,DELIVERY7,1.67335747
1761.00000000,DELIVERY10,DELIVERY7,1.67335747
1762.00000000,DELIVERY10,DELIVERY7,1.67335747
1763.00000000,DELIVERY10,DELIVERY7,1.67335747
1764.00000000,DELIVERY10,DELIVERY7,1.67335747
1765.00000000,DELIVERY10,DELIVERY7,1.67335747
1766.00000000,DELIVERY10,DELIVERY7,1.67335747
1767.00000000,DELIVERY10,DELIVERY7,1.67335747
1768.00000000,DELIVERY10,DELIVERY7,1.67335747
1769.00000000,DELIVERY10,DELIVERY7,1.67335747
1770.00000000,DELIVERY10,DELIVERY7,1.67335747
1771.00000000,DELIVERY10,DELIVERY7,1.67335747
1772.00000000,DELIVERY10,DELIVERY7,1.67335747
1773.00000000,DELIVERY10,DELIVERY7,1.67335747
1774.00000000,DELIVERY10,DELIVERY7,1.67335747
1779.00000000,DELIVERY10,DELIVERY7,0.88222228
2320.00000000,DELIVERY12,DELIVERY16,0.18900566
2321.00000000,DELIVERY12,DELIVERY16,1.70951753
2322.00000000,DELIVERY12,DELIVERY16,1.70951753
2323.00000000,DELIVERY12,DELIVERY16,1.70951753
2324.00000000,DELIVERY12,DELIVERY16,1.70951753
2325.00000000,DELIVERY12,DELIVERY16,1.70951753
2326.00000000,DELIVERY12,DELIVERY16,1.70951753
2327.00000000,DELIVERY12,DELIVERY16,1.70951753
2328.00000000,DELIVERY12,DELIVERY16,1.70951753
2329.00000000,DELIVERY12,DELIVERY16,1.70951753
2330.00000000,DELIVERY12,DELIVERY16,1.70951753
2331.00000000,DELIVERY12,DELIVERY16,1.70951753
2332.00000000,DELIVERY12,DELIVERY16,1.70951753
2333.00000000,DELIVERY12,DELIVERY16,1.70951753
2334.00000000,DELIVERY12,DELIVERY16,1.70951753
2335.00000000,DELIVERY12,DELIVERY16,1.70951753
2336.00000000,DELIVERY12,DELIVERY16,1.70951753
2337.00000000,DELIVERY12,DELIVERY16,1.70951753
2338.00000000,DELIVERY12,DELIVERY16,1.70951753
2339.00000000,DELIVERY12,DELIVERY16,1.70951753
2340.00000000,DELIVERY12,DELIVERY16,1.70951753
2341.00000000,DELIVERY12,DELIVERY16,1.70951753
2342.00000000,DELIVERY12,DELIVERY16,1.70951753
2343.00000000,DELIVERY12,DELIVERY16,1.70951753
2344.00000000,DELIVERY12,DELIVERY16,1.70951753
2345.00000000,DELIVERY12,DELIVERY16,1.70951753
2346.00000000,DELIVERY12,DELIVERY16,1.70951753
2347.00000000,DELIVERY12,DELIVERY16,1.70951753
2348.00000000,DELIVERY12,DELIVERY16,1.70951753
2356.00000000,DELIVERY12,DELIVERY16,0.14422185
2571.00000000,DELIVERY12,DELIVERY17,0.00246485
2701.00000000,DELIVERY21,DELIVERY22,0.00000000
2702.00000000,DELIVERY21,DELIVERY22,0.00000000
2703.00000000,DELIVERY21,DELIVERY22,0.00000000
2704.00000000,DELIVERY21,DELIVERY22,0.00000000
2705.00000000,DELIVERY21,DELIVERY22,0.00000000
2706.00000000,DELIVERY21,DELIVERY22,0.00000000
2707.00000000,DELIVERY21,DELIVERY22,0.00000000
2708.00000000,DELIVERY21,DELIVERY22,0.00000000
2709.00000000,DELIVERY21,DELIVERY22,0.00000000
2710.00000000,DELIVERY21,DELIVERY22,0.00000000
2711.00000000,DELIVERY21,DELIVERY22,0.00000000
2712.00000000,DELIVERY21,DELIVERY22,0.00000000
2713.00000000,DELIVERY21,DELIVERY22,0.00000000
2714.00000000,DELIVERY21,DELIVERY22,0.00000000
2715.00000000,DELIVERY21,DELIVERY22,0.00000000
2716.00000000,DELIVERY21,DELIVERY22,0.00000000
2717.00000000,DELIVERY21,DELIVERY22,0.00000000
2718.00000000,DELIVERY21,DELIVERY22,0.00000000
2719.00000000,DELIVERY21,DELIVERY22,0.00000000
2720.00000000,DELIVERY21,DELIVERY22,0.00000000
2721.00000000,DELIVERY21,DELIVERY22,0.00000000
2722.00000000,DELIVERY21,DELIVERY22,0.00000000
2723.00000000,DELIVERY21,DELIVERY22,0.00000000
2724.00000000,DELIVERY21,DELIVERY22,0.00000000
2725.00000000,DELIVERY21,DELIVERY22,0.00000000
2726.00000000,DELIVERY21,DELIVERY22,0.00000000
2727.00000000,DELIVERY21,DELIVERY22,0.00000000
2728.00000000,DELIVERY21,DELIVERY22,0.00000000
2729.00000000,DELIVERY21,DELIVERY22,0.00000000
2730.00000000,DELIVERY21,DELIVERY22,0.00000000
2731.00000000,DELIVERY21,DELIVERY22,0.00000000
2732.00000000,DELIVERY21,DELIVERY22,0.00000000
2733.00000000,DELIVERY21,DELIVERY22,0.00000000
2734.00000000,DELIVERY21,DELIVERY22,0.00000000
2735.00000000,DELIVERY21,DELIVERY22,0.00000000
2736.00000000,DELIVERY21,DELIVERY22,0.00000000
2737.00000000,DELIVERY21,DELIVERY22,0.00000000
2738.00000000,DELIVERY21,DELIVERY22,0.00000000
2739.00000000,DELIVERY21,DELIVERY22,0.00000000
2742.00000000,DELIVERY21,DELIVERY22,0.00000000
2743.00000000,DELIVERY21,DELIVERY22,0.00000000
2744.00000000,DELIVERY21,DELIVERY22,0.00000000
2745.00000000,DELIVERY21,DELIVERY22,0.00000000
2747.00000000,DELIVERY21,DELIVERY22,0.00000000
2748.00000000,DELIVERY21,DELIVERY22,0.00000000
2749.00000000,DELIVERY21,DELIVERY22,0.00000000
2750.00000000,DELIVERY21,DELIVERY22,0.00000000
2751.00000000,DELIVERY21,DELIVERY22,0.00000000
2752.00000000,DELIVERY21,DELIVERY22,0.00000000
2753.00000000,DELIVERY21,DELIVERY22,0.00000000
2754.00000000,DELIVERY21,DELIVERY22,0.00000000
2755.00000000,DELIVERY21,DELIVERY22,0.00000000
2756.00000000,DELIVERY21,DELIVERY22,0.00000000
2757.00000000,DELIVERY21,DELIVERY22,0.00000000
2758.00000000,DELIVERY21,DELIVERY22,0.00000000
2759.00000000,DELIVERY21,DELIVERY22,0.00000000
2760.00000000,DELIVERY21,DELIVERY22,0.00000000
2761.00000000,DELIVERY21,DELIVERY22,0.00000000
2762.00000000,DELIVERY21,DELIVERY22,0.00000000
2763.00000000,DELIVERY21,DELIVERY22,0.00000000
2764.00000000,DELIVERY21,DELIVERY22,0.00000000
2765.00000000,DELIVERY21,DELIVERY22,0.00000000
2766.00000000,DELIVERY21,DELIVERY22,0.00000000
2767.00000000,DELIVERY21,DELIVERY22,0.00000000
2768.00000000,DELIVERY21,DELIVERY22,0.00000000
2769.00000000,DELIVERY21,DELIVERY22,0.00000000
2770.00000000,DELIVERY21,DELIVERY22,0.00000000
2771.00000000,DELIVERY21,DELIVERY22,0.00000000
2772.00000000,DELIVERY21,DELIVERY22,0.00000000
2773.00000000,DELIVERY21,DELIVERY22,0.00000000
2774.00000000,DELIVERY21,DELIVERY22,0.00000000
2775.00000000,DELIVERY21,DELIVERY22,0.00000000
2776.00000000,DELIVERY21,DELIVERY22,0.00000000
2777.00000000,DELIVERY21,DELIVERY22,0.00000000
2778.00000000,DELIVERY21,DELIVERY22,0.00000000
2779.00000000,DELIVERY21,DELIVERY22,0.00000000
2780.00000000,DELIVERY21,DELIVERY22,0.00000000
2781.00000000,DELIVERY21,DELIVERY22,0.00000000
2782.00000000,DELIVERY21,DELIVERY22,0.00000000
2783.00000000,DELIVERY21,DELIVERY22,0.00000000
2784.00000000,DELIVERY21,DELIVERY22,0.00981062
2785.00000000,DELIVERY21,DELIVERY22,0.44059469
2786.00000000,DELIVERY21,DELIVERY22,0.44059469
2787.00000000,DELIVERY21,DELIVERY22,0.44059469
2788.00000000,DELIVERY21,DELIVERY22,0.44059469
2789.00000000,DELIVERY21,DELIVERY22,0.44059469
2790.00000000,DELIVERY21,DELIVERY22,0.44059469
2791.00000000,DELIVERY21,DELIVERY22,0.37130139
2812.00000000,DELIVERY17,DELIVERY19,0.33272432
2862.00000000,DELIVERY17,DELIVERY21,0.47687006
2918.00000000,DELIVERY21,DELIVERY22,0.83878476
3001.00000000,DELIVERY20,DELIVERY23,0.00000000
3001.00000000,DELIVERY20,DELIVERY27,0.00000000
3001.00000000,DELIVERY23,DELIVERY27,0.00000000
3002.00000000,DELIVERY20,DELIVERY23,0.00000000
3002.00000000,DELIVERY20,DELIVERY27,0.00000000
3002.00000000,DELIVERY23,DELIVERY27,0.00000000
3003.00000000,DELIVERY20,DELIVERY23,0.00000000
3003.00000000,DELIVERY20,DELIVERY27,0.00000000
3003.00000000,DELIVERY23,DELIVERY27,0.00000000
3004.00000000,DELIVERY20,DELIVERY23,0.00000000
3004.00000000,DELIVERY20,DELIVERY27,0.00000000
3004.00000000,DELIVERY23,DELIVERY27,0.00000000
3005.00000000,DELIVERY20,DELIVERY23,0.00000000
3005.00000000,DELIVERY20,DELIVERY27,0.00000000
3005.00000000,DELIVERY23,DELIVERY27,0.00000000
3006.00000000,DELIVERY20,DELIVERY23,0.00000000
3006.00000000,DELIVERY20,DELIVERY27,0.00000000
3006.00000000,DELIVERY23,DELIVERY27,0.00000000
3007.00000000,DELIVERY20,DELIVERY23,0.00000000
3007.00000000,DELIVERY20,DELIVERY27,0.00000000
3007.00000000,DELIVERY23,DELIVERY27,0.00000000
3008.00000000,DELIVERY20,DELIVERY23,0.00000000
3008.00000000,DELIVERY20,DELIVERY27,0.00000000
3008.00000000,DELIVERY23,DELIVERY27,0.00000000
3009.00000000,DELIVERY20,DELIVERY23,0.00000000
3009.00000000,DELIVERY20,DELIVERY27,0.00000000
3009.00000000,DELIVERY23,DELIVERY27,0.00000000
3010.00000000,DELIVERY20,DELIVERY23,0.00000000
3010.00000000,DELIVERY20,DELIVERY27,0.00000000
3010.00000000,DELIVERY23,DELIVERY27,0.00000000
3011.00000000,DELIVERY20,DELIVERY23,0.00000000
3011.00000000,DELIVERY20,DELIVERY27,0.00000000
3011.00000000,DELIVERY23,DELIVERY27,0.00000000
3012.00000000,DELIVERY20,DELIVERY23,0.00000000
3012.00000000,DELIVERY20,DELIVERY27,0.00000000
3012.00000000,DELIVERY23,DELIVERY27,0.00000000
3013.00000000,DELIVERY20,DELIVERY23,0.00000000
3013.00000000,DELIVERY20,DELIVERY27,0.00000000
3013.00000000,DELIVERY23,DELIVERY27,0.00000000
3014.00000000,DELIVERY20,DELIVERY23,0.00000000
3014.00000000,DELIVERY20,DELIVERY27,0.00000000
3014.00000000,DELIVERY23,DELIVERY27,0.00000000
3015.00000000,DELIVERY20,DELIVERY23,0.00000000
3015.00000000,DELIVERY20,DELIVERY27,0.00000000
3015.00000000,DELIVERY23,DELIVERY27,0.00000000
3016.00000000,DELIVERY20,DELIVERY23,0.00000000
3016.00000000,DELIVERY20,DELIVERY27,0.00000000
3016.00000000,DELIVERY23,DELIVERY27,0.00000000
3017.00000000,DELIVERY20,DELIVERY23,0.00000000
3017.00000000,DELIVERY20,DELIVERY27,0.00000000
3017.00000000,DELIVERY23,DELIVERY27,0.00000000
3018.00000000,DELIVERY20,DELIVERY23,0.00000000
3018.00000000,DELIVERY20,DELIVERY27,0.00000000
3018.00000000,DELIVERY23,DELIVERY27,0.00000000
3019.00000000,DELIVERY20,DELIVERY23,0.00000000
3019.00000000,DELIVERY20,DELIVERY27,0.00000000
3019.00000000,DELIVERY23,DELIVERY27,0.00000000
3020.00000000,DELIVERY20,DELIVERY23,0.00000000
3020.00000000,DELIVERY20,DELIVERY27,0.00000000
3020.00000000,DELIVERY23,DELIVERY27,0.00000000
3021.00000000,DELIVERY20,DELIVERY23,0.00000000
3021.00000000,DELIVERY20,DELIVERY27,0.00000000
3021.00000000,DELIVERY23,DELIVERY27,0.00000000
3022.00000000,DELIVERY20,DELIVERY23,0.00000000
3022.00000000,DELIVERY20,DELIVERY27,0.00000000
3022.00000000,DELIVERY23,DELIVERY27,0.00000000
3023.00000000,DELIVERY20,DELIVERY23,0.00000000
3023.00000000,DELIVERY20,DELIVERY27,0.00000000
3023.00000000,DELIVERY23,DELIVERY27,0.00000000
3024.00000000,DELIVERY20,DELIVERY23,0.00000000
3024.00000000,DELIVERY20,DELIVERY27,0.00000000
3024.00000000,DELIVERY23,DELIVERY27,0.00000000
3025.00000000,DELIVERY20,DELIVERY23,0.00000000
3025.00000000,DELIVERY20,DELIVERY27,0.00000000
3025.00000000,DELIVERY23,DELIVERY27,0.00000000
3026.00000000,DELIVERY20,DELIVERY23,0.00000000
3026.00000000,DELIVERY20,DELIVERY27,0.00000000
3026.00000000,DELIVERY23,DELIVERY27,0.00000000
3027.00000000,DELIVERY20,DELIVERY23,0.00000000
3027.00000000,DELIVERY20,DELIVERY27,0.00000000
3027.00000000,DELIVERY23,DELIVERY27,0.00000000
3028.00000000,DELIVERY20,DELIVERY23,0.00000000
3028.00000000,DELIVERY20,DELIVERY27,0.00000000
3028.00000000,DELIVERY23,DELIVERY27,0.00000000
3029.00000000,DELIVERY20,DELIVERY23,0.00000000
3029.00000000,DELIVERY20,DELIVERY27,0.00000000
3029.00000000,DELIVERY23,DELIVERY27,0.00000000
3030.00000000,DELIVERY20,DELIVERY23,0.00000000
3030.00000000,DELIVERY20,DELIVERY27,0.00000000
3030.00000000,DELIVERY23,DELIVERY27,0.00000000
3031.00000000,DELIVERY20,DELIVERY23,0.00000000
3031.00000000,DELIVERY20,DELIVERY27,0.00000000
3031.00000000,DELIVERY23,DELIVERY27,0.00000000
3032.00000000,DELIVERY20,DELIVERY23,0.00000000
3032.00000000,DELIVERY20,DELIVERY27,0.00000000
3032.00000000,DELIVERY23,DELIVERY27,0.00000000
3033.00000000,DELIVERY20,DELIVERY23,0.00000000
3033.00000000,DELIVERY20,DELIVERY27,0.00000000
3033.00000000,DELIVERY23,DELIVERY27,0.00000000
3034.00000000,DELIVERY20,DELIVERY23,0.00000000
3034.00000000,DELIVERY20,DELIVERY27,0.00000000
3034.00000000,DELIVERY23,DELIVERY27,0.00000000
3035.00000000,DELIVERY20,DELIVERY23,0.00000000
3035.00000000,DELIVERY20,DELIVERY27,0.00000000
3035.00000000,DELIVERY23,DELIVERY27,0.00000000
3036.00000000,DELIVERY20,DELIVERY23,0.00000000
3036.00000000,DELIVERY20,DELIVERY27,0.00000000
3036.00000000,DELIVERY23,DELIVERY27,0.00000000
3037.00000000,DELIVERY20,DELIVERY23,0.00000000
3037.00000000,DELIVERY20,DELIVERY27,0.01703657
3037.00000000,DELIVERY23,DELIVERY27,0.01703657
3038.00000000,DELIVERY20,DELIVERY23,0.00000000
3039.00000000,DELIVERY20,DELIVERY23,0.00000000
3040.00000000,DELIVERY20,DELIVERY23,0.00000000
3041.00000000,DELIVERY20,DELIVERY23,0.00000000
3042.00000000,DELIVERY20,DELIVERY23,0.00000000
3043.00000000,DELIVERY20,DELIVERY23,0.00000000
3044.00000000,DELIVERY20,DELIVERY23,0.00000000
3045.00000000,DELIVERY20,DELIVERY23,0.00000000
3046.00000000,DELIVERY20,DELIVERY23,0.00000000
3047.00000000,DELIVERY20,DELIVERY23,0.00000000
3048.00000000,DELIVERY20,DELIVERY23,0.00000000
3049.00000000,DELIVERY20,DELIVERY23,0.00000000
3050.00000000,DELIVERY20,DELIVERY23,0.00000000
3051.00000000,DELIVERY20,DELIVERY23,0.00000000
3052.00000000,DELIVERY20,DELIVERY23,0.00000000
3053.00000000,DELIVERY20,DELIVERY23,0.00000000
3054.00000000,DELIVERY20,DELIVERY23,0.00000000
3055.00000000,DELIVERY20,DELIVERY23,0.00000000
3056.00000000,DELIVERY20,DELIVERY23,0.00000000
3057.00000000,DELIVERY20,DELIVERY23,0.00000000
3058.00000000,DELIVERY20,DELIVERY23,0.00000000
3059.00000000,DELIVERY20,DELIVERY23,0.00000000
3060.00000000,DELIVERY20,DELIVERY23,0.00000000
3061.00000000,DELIVERY20,DELIVERY23,0.00000000
3062.00000000,DELIVERY20,DELIVERY23,0.00000000
3063.00000000,DELIVERY20,DELIVERY23,0.00000000
