# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
220.00000000,BACKGROUND12,BACKGROUND25,0.47911897
259.00000000,BACKGROUND20,BACKGROUND7,13.84636533
265.00000000,BACKGROUND18,BACKGROUND25,4.17537507
296.00000000,BACKGROUND22,BACKGROUND8,0.50918243
310.00000000,BACKGROUND18,BACKGROUND22,1.28794166
623.00000000,BACKGROUND55,BACKGROUND56,25.36434141
657.00000000,BACKGROUND61,BACKGROUND71,0.01662462
764.00000000,BACKGROUND69,BACKGROUND70,2.74825177
767.00000000,BACKGROUND76,BACKGROUND79,1.46911163
1140.00000000,BACKGROUND119,BACKGROUND120,31.16573668
1362.00000000,BACKGROUND116,BACKGROUND144,0.02325360
1430.00000000,BACKGROUND131,BACKGROUND145,5.31488371
1439.00000000,BACKGROUND128,BACKGROUND140,35.52393577
1527.00000000,BACKGROUND129,BACKGROUND163,0.06893383
1547.00000000,BACKGROUND145,BACKGROUND154,0.52543219
1554.00000000,BACKGROUND141,BACKGROUND156,2.18188015
1556.00000000,BACKGROUND141,BACKGROUND156,2.28056899
1613.00000000,BACKGROUND149,BACKGROUND153,26.88892870
1614.00000000,BACKGROUND149,BACKGROUND153,28.22617802
1614.00000000,BACKGROUND150,BACKGROUND154,0.14271619
1650.00000000,BACKGROUND150,BACKGROUND156,22.43405982
1666.00000000,BACKGROUND149,BACKGROUND153,0.00293849
1711.00000000,BACKGROUND161,BACKGROUND176,20.21762454
