# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
192.00000000,BACKGROUND14,SURVEILLANCE_LUFTHANSA,436.14658619
238.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,449.48196539
308.00000000,BACKGROUND10,BACKGROUND21,7.30033609
334.00000000,BACKGROUND15,SURVEILLANCE_EUROWINGS,458.82560309
341.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,375.10265039
384.00000000,BACKGROUND24,BACKGROUND45,23.06608881
483.00000000,BACKGROUND53,BACKGROUND57,29.06865552
583.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,90.42624198
586.00000000,BACKGROUND53,BACKGROUND60,12.12854436
602.00000000,BACKGROUND6,BACKGROUND74,0.04439840
619.00000000,BACKGROUND58,BACKGROUND72,25.66866694
630.00000000,BACKGROUND76,BACKGROUND77,18.80421394
638.00000000,BACKGROUND32,BACKGROUND72,7.51444509
670.00000000,BACKGROUND15,BACKGROUND45,0.69190826
701.00000000,BACKGROUND74,BACKGROUND77,0.72083793
705.00000000,BACKGROUND65,BACKGROUND85,0.40639506
746.00000000,BACKGROUND46,BACKGROUND82,1.89272951
957.00000000,BACKGROUND104,BACKGROUND93,1.08872408
1078.00000000,BACKGROUND121,BACKGROUND123,0.00888207
1206.00000000,BACKGROUND144,BACKGROUND148,8.99809695
1271.00000000,BACKGROUND140,BACKGROUND159,0.28614987
1411.00000000,BACKGROUND172,BACKGROUND178,0.00243709
1464.00000000,BACKGROUND164,BACKGROUND183,8.02872272
1535.00000000,BACKGROUND172,BACKGROUND183,25.82401593
1536.00000000,BACKGROUND178,BACKGROUND183,30.67902181
1552.00000000,BACKGROUND188,BACKGROUND194,8.53667162
1605.00000000,BACKGROUND153,BACKGROUND195,20.06688053
1706.00000000,BACKGROUND200,BACKGROUND213,1.03136145
1707.00000000,BACKGROUND134,BACKGROUND207,3.51229382
1728.00000000,BACKGROUND212,BACKGROUND214,30.49444448
1760.00000000,BACKGROUND201,BACKGROUND215,33.63106111
1761.00000000,BACKGROUND201,BACKGROUND215,33.88017994
1786.00000000,BACKGROUND192,BACKGROUND219,0.42401793
