# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
233.00000000,BACKGROUND6,SURVEILLANCE_LUFTHANSA,243.93426983
236.00000000,BACKGROUND5,SURVEILLANCE_LUFTHANSA,339.93701724
238.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,459.13846111
330.00000000,BACKGROUND40,SURVEILLANCE_EUROWINGS,243.27745536
338.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,163.79457063
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
748.00000000,BACKGROUND52,BACKGROUND58,0.03886736
955.00000000,BACKGROUND86,BACKGROUND87,0.24960749
1102.00000000,BACKGROUND90,BACKGROUND91,3.28505454
1346.00000000,BACKGROUND126,BACKGROUND57,0.51213382
1347.00000000,BACKGROUND103,BACKGROUND57,0.51048021
1415.00000000,BACKGROUND122,BACKGROUND137,0.01466267
1441.00000000,BACKGROUND126,BACKGROUND93,0.07713288
1445.00000000,BACKGROUND103,BACKGROUND93,0.24033248
1482.00000000,BACKGROUND131,BACKGROUND171,7.77172845
1519.00000000,BACKGROUND132,BACKGROUND146,6.66721799
1625.00000000,BACKGROUND149,BACKGROUND163,2.63604097
1689.00000000,BACKGROUND146,BACKGROUND158,0.23698848
