# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
183.00000000,BACKGROUND16,SURVEILLANCE_LUFTHANSA,481.38376125
210.00000000,BACKGROUND10,SURVEILLANCE_LUFTHANSA,443.12045258
234.00000000,BACKGROUND18,SURVEILLANCE_LUFTHANSA,471.12506136
236.00000000,BACKGROUND29,SURVEILLANCE_LUFTHANSA,302.59968776
245.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,437.26322802
274.00000000,BACKGROUND19,BACKGROUND22,0.99947480
335.00000000,BACKGROUND12,SURVEILLANCE_EUROWINGS,28.87920021
343.00000000,BACKGROUND44,SURVEILLANCE_EUROWINGS,448.56490417
369.00000000,BACKGROUND3,SURVEILLANCE_EUROWINGS,473.37278764
370.00000000,BACKGROUND3,SURVEILLANCE_EUROWINGS,474.00881655
548.00000000,BACKGROUND49,BACKGROUND63,0.38269431
606.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,142.22812165
610.00000000,BACKGROUND68,BACKGROUND75,12.87666788
616.00000000,BACKGROUND59,BACKGROUND75,10.53128417
618.00000000,BACKGROUND47,BACKGROUND80,0.01316329
784.00000000,BACKGROUND74,BACKGROUND96,9.75150167
905.00000000,BACKGROUND107,BACKGROUND109,0.02658610
924.00000000,BACKGROUND102,BACKGROUND115,9.14783530
1192.00000000,BACKGROUND125,BACKGROUND143,1.25237845
1272.00000000,BACKGROUND129,BACKGROUND151,0.10026550
1380.00000000,BACKGROUND149,BACKGROUND167,36.78058116
1392.00000000,BACKGROUND142,BACKGROUND151,17.09304451
1415.00000000,BACKGROUND140,BACKGROUND163,1.97381497
1453.00000000,BACKGROUND164,BACKGROUND168,0.34590276
1484.00000000,BACKGROUND173,BACKGROUND183,29.89984013
1581.00000000,BACKGROUND117,BACKGROUND174,0.51731164
1591.00000000,BACKGROUND137,BACKGROUND174,18.73276929
1635.00000000,BACKGROUND151,BACKGROUND189,22.87135346
