# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
191.00000000,BACKGROUND5,SURVEILLANCE_LUFTHANSA,153.54415431
193.00000000,BACKGROUND25,BACKGROUND9,0.81190543
238.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,450.58394233
239.00000000,BACKGROUND13,SURVEILLANCE_LUFTHANSA,251.27242575
317.00000000,BACKGROUND5,BACKGROUND8,20.20715546
328.00000000,BACKGROUND21,BACKGROUND41,5.71167196
328.00000000,BACKGROUND39,SURVEILLANCE_EUROWINGS,4.38488813
343.00000000,BACKGROUND33,SURVEILLANCE_EUROWINGS,418.07883276
348.00000000,BACKGROUND28,SURVEILLANCE_EUROWINGS,190.34662238
351.00000000,BACKGROUND23,SURVEILLANCE_EUROWINGS,90.39856788
355.00000000,BACKGROUND30,BACKGROUND39,7.05475993
376.00000000,BACKGROUND51,SURVEILLANCE_EUROWINGS,474.34339362
385.00000000,BACKGROUND47,BACKGROUND52,0.49755295
420.00000000,BACKGROUND34,SURVEILLANCEOP2,1.24114258
610.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,179.46962067
611.00000000,BACKGROUND50,BACKGROUND57,22.01240118
717.00000000,BACKGROUND79,BACKGROUND97,23.79417773
874.00000000,BACKGROUND113,BACKGROUND96,10.26388196
965.00000000,BACKGROUND99,SURVEILLANCEOP5,29.12584064
966.00000000,BACKGROUND99,SURVEILLANCEOP5,29.57094737
1039.00000000,BACKGROUND129,BACKGROUND131,3.62147815
1086.00000000,BACKGROUND132,BACKGROUND52,0.00715365
1100.00000000,BACKGROUND147,BACKGROUND94,0.14519379
1104.00000000,BACKGROUND122,BACKGROUND131,0.05468029
1151.00000000,BACKGROUND156,BACKGROUND92,10.82167771
1218.00000000,BACKGROUND78,BACKGROUND98,0.07111245
1398.00000000,BACKGROUND162,BACKGROUND175,34.84634070
1410.00000000,BACKGROUND163,BACKGROUND177,0.20453978
1492.00000000,BACKGROUND168,BACKGROUND197,1.07235127
1702.00000000,BACKGROUND214,BACKGROUND220,15.19828719
1729.00000000,BACKGROUND125,BACKGROUND235,26.21272053
1758.00000000,BACKGROUND183,BACKGROUND223,27.17804901
1792.00000000,BACKGROUND236,BACKGROUND240,33.85479341
