# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
509.00000000,BACKGROUND10,BACKGROUND3,0.00262408
668.00000000,BACKGROUND14,BACKGROUND5,0.01559285
791.00000000,BACKGROUND14,BACKGROUND3,0.39843725
853.00000000,BACKGROUND19,BACKGROUND23,0.72815033
1217.00000000,BACKGROUND26,BACKGROUND38,0.14961893
1535.00000000,BACKGROUND32,BACKGROUND45,0.00995192
1536.00000000,BACKGROUND32,BACKGROUND45,0.00758243
1584.00000000,BACKGROUND26,BACKGROUND72,1.13633585
1606.00000000,BACKGROUND60,BACKGROUND61,0.16961554
1654.00000000,BACKGROUND57,BACKGROUND76,0.21756104
1741.00000000,BACKGROUND35,BACKGROUND74,0.37613837
