# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,448.59734989
244.00000000,BACKGROUND14,SURVEILLANCE_LUFTHANSA,395.11300476
247.00000000,BACKGROUND16,BACKGROUND3,14.87408663
328.00000000,BACKGROUND26,BACKGROUND27,17.82442086
344.00000000,BACKGROUND11,BACKGROUND15,0.42231432
452.00000000,BACKGROUND45,SURVEILLANCE_EUROWINGS,111.24395770
465.00000000,BACKGROUND31,BACKGROUND54,16.90166879
507.00000000,BACKGROUND31,BACKGROUND46,33.85045436
583.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,90.42624198
607.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,34.66113691
650.00000000,BACKGROUND68,BACKGROUND76,1.33973385
657.00000000,BACKGROUND54,BACKGROUND77,21.39687864
702.00000000,BACKGROUND32,BACKGROUND70,8.49250790
703.00000000,BACKGROUND32,BACKGROUND55,2.07551333
745.00000000,BACKGROUND66,BACKGROUND84,0.86785247
753.00000000,BACKGROUND60,BACKGROUND81,30.03047789
900.00000000,BACKGROUND110,BACKGROUND73,0.19459711
964.00000000,BACKGROUND105,BACKGROUND107,1.45714112
1100.00000000,BACKGROUND128,BACKGROUND43,4.88312022
1109.00000000,BACKGROUND110,BACKGROUND139,0.26043633
1169.00000000,BACKGROUND127,BACKGROUND131,30.60316983
1172.00000000,BACKGROUND137,BACKGROUND138,36.49595819
1202.00000000,BACKGROUND119,BACKGROUND141,9.69968848
1208.00000000,BACKGROUND137,BACKGROUND138,10.21084591
1209.00000000,BACKGROUND137,BACKGROUND138,9.95947241
1320.00000000,BACKGROUND145,BACKGROUND43,30.33261416
1496.00000000,BACKGROUND152,BACKGROUND174,17.25512644
1524.00000000,BACKGROUND130,BACKGROUND163,12.48969981
1532.00000000,BACKGROUND154,BACKGROUND195,15.97970564
1533.00000000,BACKGROUND154,BACKGROUND195,16.00071808
