# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
247.00000000,BACKGROUND16,BACKGROUND3,14.87408663
328.00000000,BACKGROUND28,BACKGROUND29,17.82442086
344.00000000,BACKGROUND11,BACKGROUND15,0.42231432
465.00000000,BACKGROUND33,BACKGROUND57,16.90166879
507.00000000,BACKGROUND33,BACKGROUND49,33.85045436
585.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,1.53118055
607.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,34.66113691
650.00000000,BACKGROUND71,BACKGROUND79,1.33973385
657.00000000,BACKGROUND57,BACKGROUND80,21.39687864
677.00000000,BACKGROUND56,BACKGROUND84,11.63858389
702.00000000,BACKGROUND34,BACKGROUND73,8.49250790
703.00000000,BACKGROUND34,BACKGROUND58,2.07551333
745.00000000,BACKGROUND69,BACKGROUND87,0.86785247
769.00000000,BACKGROUND100,BACKGROUND99,21.59040291
1100.00000000,BACKGROUND133,BACKGROUND46,4.88312022
1169.00000000,BACKGROUND132,BACKGROUND137,30.60316983
1172.00000000,BACKGROUND144,BACKGROUND145,36.49595819
1208.00000000,BACKGROUND144,BACKGROUND145,10.21084591
1209.00000000,BACKGROUND144,BACKGROUND145,9.95947241
1299.00000000,BACKGROUND109,BACKGROUND152,0.00740565
1412.00000000,BACKGROUND143,BACKGROUND150,0.47261361
1496.00000000,BACKGROUND159,BACKGROUND181,17.25512644
1524.00000000,BACKGROUND136,BACKGROUND170,12.48969981
1532.00000000,BACKGROUND161,BACKGROUND202,15.97970564
1533.00000000,BACKGROUND161,BACKGROUND202,16.00071808
1613.00000000,BACKGROUND136,BACKGROUND210,16.79465696
1664.00000000,BACKGROUND136,BACKGROUND210,14.28422832
