# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
318.00000000,BACKGROUND25,BACKGROUND9,0.56833574
407.00000000,BACKGROUND26,BACKGROUND29,27.24573248
468.00000000,BACKGROUND37,BACKGROUND41,28.26129307
751.00000000,BACKGROUND64,BACKGROUND74,4.25472220
752.00000000,BACKGROUND64,BACKGROUND74,4.37080536
913.00000000,BACKGROUND54,BACKGROUND76,2.08851688
914.00000000,BACKGROUND54,BACKGROUND76,3.64387911
1134.00000000,BACKGROUND105,BACKGROUND115,29.87597091
1423.00000000,BACKGROUND112,BACKGROUND120,31.79072144
1479.00000000,BACKGROUND127,BACKGROUND146,27.40791120
1603.00000000,BACKGROUND147,BACKGROUND158,0.18882073
1786.00000000,BACKGROUND162,BACKGROUND174,30.31995163
1788.00000000,BACKGROUND162,BACKGROUND174,30.59248736
1792.00000000,BACKGROUND162,BACKGROUND174,30.08325669
