# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
190.00000000,BACKGROUND8,SURVEILLANCE_LUFTHANSA,64.88694160
194.00000000,BACKGROUND15,SURVEILLANCE_LUFTHANSA,30.84065283
243.00000000,BACKGROUND9,SURVEILLANCE_LUFTHANSA,197.09046562
244.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,439.23985498
268.00000000,BACKGROUND15,BACKGROUND17,1.32435899
293.00000000,BACKGROUND15,BACKGROUND18,0.32104536
330.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,255.81143702
337.00000000,BACKGROUND17,SURVEILLANCE_EUROWINGS,2.64524418
348.00000000,BACKGROUND18,BACKGROUND30,32.02804810
583.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,90.42624198
635.00000000,BACKGROUND40,BACKGROUND72,10.60763359
636.00000000,BACKGROUND58,BACKGROUND69,1.89093113
743.00000000,BACKGROUND45,BACKGROUND59,0.27346559
981.00000000,BACKGROUND73,BACKGROUND98,34.14024629
1116.00000000,BACKGROUND126,BACKGROUND129,22.08804158
1306.00000000,BACKGROUND142,BACKGROUND145,1.60420739
1372.00000000,BACKGROUND124,BACKGROUND138,0.77012092
1491.00000000,BACKGROUND156,BACKGROUND163,31.20234111
1496.00000000,BACKGROUND136,BACKGROUND176,11.24374603
1523.00000000,BACKGROUND148,BACKGROUND173,7.46155889
1574.00000000,BACKGROUND180,BACKGROUND181,8.67629752
1609.00000000,BACKGROUND159,BACKGROUND175,8.63299157
