# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
218.00000000,BACKGROUND3,DELIVERY1,0.60273911
219.00000000,BACKGROUND3,DELIVERY1,0.60273911
220.00000000,BACKGROUND3,DELIVERY1,0.60273911
222.00000000,BACKGROUND3,DELIVERY1,0.50052520
235.00000000,BACKGROUND3,DELIVERY1,32.39077090
236.00000000,BACKGROUND3,DELIVERY1,32.54816915
248.00000000,BACKGROUND3,DELIVERY1,10.05507713
438.00000000,BACKGROUND5,DELIVERY1,2.21281148
493.00000000,BACKGROUND12,BACKGROUND5,0.02523164
502.00000000,BACKGROUND20,BACKGROUND4,17.85520202
697.00000000,BACKGROUND13,BACKGROUND32,1.98575428
710.00000000,BACKGROUND22,BACKGROUND24,1.39794482
919.00000000,DELIVERY2,DELIVERY5,0.07354855
992.00000000,DELIVERY3,DELIVERY6,0.05135707
1008.00000000,BACKGROUND39,BACKGROUND48,0.05002930
1147.00000000,BACKGROUND51,DELIVERY4,3.62825794
1207.00000000,BACKGROUND51,DELIVERY9,0.00053919
1210.00000000,BACKGROUND36,BACKGROUND56,0.33343306
1219.00000000,DELIVERY5,DELIVERY9,0.07354855
1250.00000000,BACKGROUND48,BACKGROUND63,11.17529780
1292.00000000,DELIVERY6,DELIVERY7,0.05135707
1340.00000000,BACKGROUND35,BACKGROUND68,9.24087127
1340.00000000,BACKGROUND54,BACKGROUND64,0.02705788
1343.00000000,BACKGROUND52,BACKGROUND58,0.63056668
1515.00000000,BACKGROUND71,BACKGROUND72,0.21970021
1519.00000000,DELIVERY11,DELIVERY9,0.07354855
1592.00000000,DELIVERY12,DELIVERY7,0.05135707
1722.00000000,BACKGROUND78,DELIVERY10,0.14105429
1723.00000000,BACKGROUND78,DELIVERY10,0.02396110
1744.00000000,BACKGROUND75,DELIVERY8,0.43805533
1766.00000000,BACKGROUND78,DELIVERY11,0.03740187
1819.00000000,DELIVERY11,DELIVERY13,0.07354855
1825.00000000,BACKGROUND78,DELIVERY12,4.40809537
1846.00000000,BACKGROUND78,DELIVERY12,0.10173740
1847.00000000,BACKGROUND80,DELIVERY13,1.54716507
1892.00000000,DELIVERY12,DELIVERY15,0.05135707
2033.00000000,BACKGROUND74,BACKGROUND89,0.18697216
2061.00000000,BACKGROUND98,DELIVERY10,0.22399891
2067.00000000,BACKGROUND90,BACKGROUND98,0.00104664
2099.00000000,BACKGROUND98,DELIVERY13,3.20773429
2119.00000000,DELIVERY13,DELIVERY16,0.07354855
2171.00000000,BACKGROUND87,BACKGROUND93,0.00006734
2192.00000000,DELIVERY15,DELIVERY17,0.05135707
2230.00000000,BACKGROUND95,DELIVERY18,0.00722990
2233.00000000,BACKGROUND105,BACKGROUND107,31.73398776
2246.00000000,BACKGROUND98,DELIVERY17,0.00036296
2296.00000000,BACKGROUND107,BACKGROUND116,32.99135429
2343.00000000,BACKGROUND114,BACKGROUND115,1.68235052
2415.00000000,BACKGROUND98,DELIVERY21,0.36793970
2419.00000000,DELIVERY16,DELIVERY20,0.07354855
2465.00000000,BACKGROUND100,DELIVERY21,16.89936993
2492.00000000,DELIVERY17,DELIVERY21,0.05135707
2590.00000000,BACKGROUND123,DELIVERY19,7.73224805
2637.00000000,BACKGROUND132,DELIVERY18,2.38677599
2670.00000000,BACKGROUND132,DELIVERY18,0.00123574
2677.00000000,BACKGROUND133,BACKGROUND137,0.59387422
2719.00000000,DELIVERY20,DELIVERY23,0.07354855
2734.00000000,BACKGROUND131,DELIVERY21,0.14600864
2792.00000000,DELIVERY21,DELIVERY24,0.05135707
2928.00000000,BACKGROUND131,BACKGROUND140,29.12445781
2964.00000000,BACKGROUND131,BACKGROUND149,11.29859624
3019.00000000,DELIVERY23,DELIVERY27,0.07354855
3042.00000000,BACKGROUND147,BACKGROUND149,0.97446919
3092.00000000,DELIVERY24,DELIVERY25,0.05135707
3144.00000000,BACKGROUND147,DELIVERY22,0.02064486
3236.00000000,BACKGROUND153,DELIVERY27,2.75636606
3319.00000000,DELIVERY27,DELIVERY29,0.07354855
3334.00000000,BACKGROUND156,BACKGROUND164,0.67787675
3392.00000000,DELIVERY25,DELIVERY30,0.05135707
3455.00000000,BACKGROUND156,BACKGROUND172,0.05142176
3477.00000000,BACKGROUND166,BACKGROUND173,0.00099494
3509.00000000,BACKGROUND164,BACKGROUND174,0.00015894
