# FLIGHT LOG
# Takeoff, landing, and distance flown of each UAS.
# 
# Simulation Time [s], UAS, Takeoff/Landing, Distance [m]
# simt
8.05000000,BACKGROUND1,takeoff,0
15.05000000,BACKGROUND2,takeoff,0
22.05000000,BACKGROUND3,takeoff,0
29.05000000,BACKGROUND4,takeoff,0
36.05000000,BACKGROUND5,takeoff,0
44.05000000,BACKGROUND6,takeoff,0
51.05000000,BACKGROUND7,takeoff,0
58.05000000,BACKGROUND8,takeoff,0
60.05000000,SURVEILLANCE_TURKISH,takeoff,0
65.05000000,BACKGROUND9,takeoff,0
72.05000000,BACKGROUND10,takeoff,0
80.05000000,BACKGROUND11,takeoff,0
94.05000000,BACKGROUND13,takeoff,0
101.05000000,BACKGROUND14,takeoff,0
108.05000000,BACKGROUND15,takeoff,0
116.05000000,BACKGROUND16,takeoff,0
130.05000000,BACKGROUND18,takeoff,0
137.05000000,BACKGROUND19,takeoff,0
147.05000000,BACKGROUND12,takeoff,0
159.05000000,BACKGROUND21,takeoff,0
166.05000000,BACKGROUND22,takeoff,0
173.05000000,BACKGROUND23,takeoff,0
177.95000000,BACKGROUND3,landing,1975.43991873
180.05000000,SURVEILLANCE_LUFTHANSA,takeoff,0
181.05000000,SURVEILLANCEOP1,takeoff,0
181.05000000,SURVEILLANCEOP2,takeoff,0
181.05000000,SURVEILLANCEOP3,takeoff,0
183.05000000,BACKGROUND17,takeoff,0
188.05000000,BACKGROUND24,takeoff,0
189.05000000,BACKGROUND5,landing,3058.84472024
195.05000000,BACKGROUND25,takeoff,0
202.05000000,BACKGROUND26,takeoff,0
209.05000000,BACKGROUND27,takeoff,0
216.05000000,BACKGROUND28,takeoff,0
240.05000000,SURVEILLANCE_EUROWINGS,takeoff,0
241.05000000,SURVEILLANCEOP4,takeoff,0
249.95000000,BACKGROUND9,landing,2826.09249210
259.05000000,BACKGROUND33,takeoff,0
259.70000000,BACKGROUND6,landing,2932.81683593
271.30000000,BACKGROUND16,landing,2157.57651170
274.35000000,BACKGROUND14,landing,2111.31226392
281.85000000,BACKGROUND1,landing,2997.67261711
294.35000000,BACKGROUND15,landing,1581.77155014
300.05000000,BACKGROUND20,takeoff,0
300.05000000,BACKGROUND30,takeoff,0
300.05000000,BACKGROUND31,takeoff,0
300.05000000,BACKGROUND35,takeoff,0
300.15000000,BACKGROUND28,landing,986.00966024
300.15000000,BACKGROUND28,takeoff,0
300.75000000,BACKGROUND19,landing,2253.55084189
300.75000000,BACKGROUND19,takeoff,0
301.70000000,BACKGROUND22,landing,2369.25071839
301.70000000,BACKGROUND22,takeoff,0
302.15000000,BACKGROUND4,landing,3942.63220503
302.15000000,BACKGROUND4,takeoff,0
302.90000000,BACKGROUND8,landing,1340.96596376
302.90000000,BACKGROUND8,takeoff,0
303.30000000,BACKGROUND24,landing,1753.09648508
303.30000000,BACKGROUND24,takeoff,0
304.15000000,BACKGROUND26,landing,938.45678749
304.15000000,BACKGROUND26,takeoff,0
304.35000000,BACKGROUND33,landing,752.53669502
304.35000000,BACKGROUND33,takeoff,0
305.60000000,BACKGROUND18,landing,2749.76960764
305.60000000,BACKGROUND18,takeoff,0
306.10000000,BACKGROUND12,landing,2448.38467211
306.10000000,BACKGROUND12,takeoff,0
306.20000000,BACKGROUND23,landing,1651.19175358
306.20000000,BACKGROUND23,takeoff,0
307.90000000,BACKGROUND21,landing,1991.24493777
307.90000000,BACKGROUND21,takeoff,0
309.20000000,BACKGROUND27,landing,1565.30261757
309.20000000,BACKGROUND27,takeoff,0
317.05000000,BACKGROUND39,takeoff,0
323.85000000,BACKGROUND2,landing,2995.82381837
324.85000000,BACKGROUND10,landing,3728.85786485
324.85000000,BACKGROUND10,takeoff,0
325.85000000,BACKGROUND25,landing,1242.76917664
