# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
292.00000000,BACKGROUND13,BACKGROUND32,18.98541908
359.00000000,BACKGROUND17,SURVEILLANCEOP2,1.03466818
585.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,1.53118055
614.00000000,BACKGROUND66,SURVEILLANCEOP4,8.65174524
716.00000000,BACKGROUND73,BACKGROUND74,13.73713570
731.00000000,BACKGROUND24,BACKGROUND70,0.23777014
746.00000000,BACKGROUND21,BACKGROUND70,7.57206132
751.00000000,BACKGROUND70,BACKGROUND79,24.83438127
766.00000000,BACKGROUND22,BACKGROUND71,0.46296825
776.00000000,BACKGROUND49,BACKGROUND77,0.13191364
798.00000000,BACKGROUND52,BACKGROUND75,0.14571004
799.00000000,BACKGROUND24,BACKGROUND65,1.58331626
799.00000000,BACKGROUND69,BACKGROUND73,7.26474206
804.00000000,BACKGROUND24,BACKGROUND77,33.15065341
805.00000000,BACKGROUND24,BACKGROUND77,33.71612808
807.00000000,BACKGROUND75,BACKGROUND86,1.19222398
809.00000000,BACKGROUND21,BACKGROUND65,8.61439943
843.00000000,BACKGROUND63,BACKGROUND88,0.35934274
877.00000000,BACKGROUND49,BACKGROUND87,4.95733127
889.00000000,BACKGROUND103,BACKGROUND21,16.99743377
898.00000000,BACKGROUND79,BACKGROUND92,24.95777898
901.00000000,BACKGROUND49,BACKGROUND79,32.54700831
913.00000000,BACKGROUND102,BACKGROUND76,0.00000001
914.00000000,BACKGROUND102,BACKGROUND76,0.03501241
945.00000000,BACKGROUND76,BACKGROUND86,0.21794112
952.00000000,BACKGROUND102,BACKGROUND86,0.12624795
969.00000000,BACKGROUND108,BACKGROUND81,0.57958780
1002.00000000,BACKGROUND102,BACKGROUND74,4.94677398
1042.00000000,BACKGROUND92,BACKGROUND96,5.95663356
1045.00000000,BACKGROUND79,BACKGROUND88,27.59949703
1046.00000000,BACKGROUND79,BACKGROUND88,28.02576624
1047.00000000,BACKGROUND79,BACKGROUND88,28.69803473
1048.00000000,BACKGROUND79,BACKGROUND88,29.59320577
1055.00000000,BACKGROUND64,BACKGROUND82,26.57234361
1082.00000000,BACKGROUND102,BACKGROUND64,14.80758684
1107.00000000,BACKGROUND114,BACKGROUND49,30.63900702
1162.00000000,BACKGROUND24,BACKGROUND97,27.55308013
1166.00000000,BACKGROUND56,BACKGROUND95,10.07187743
1183.00000000,BACKGROUND110,BACKGROUND89,35.85805645
1191.00000000,BACKGROUND110,BACKGROUND117,1.29043586
1206.00000000,BACKGROUND126,BACKGROUND99,11.27745655
1232.00000000,BACKGROUND148,BACKGROUND88,0.24889747
1240.00000000,BACKGROUND118,BACKGROUND123,2.09366496
1276.00000000,BACKGROUND134,BACKGROUND79,11.42114474
1285.00000000,BACKGROUND133,BACKGROUND134,0.00246606
1286.00000000,BACKGROUND64,BACKGROUND99,0.52738837
1323.00000000,BACKGROUND123,BACKGROUND145,35.59126240
1336.00000000,BACKGROUND102,BACKGROUND65,4.92304474
1371.00000000,BACKGROUND145,BACKGROUND152,0.00046909
1463.00000000,BACKGROUND112,BACKGROUND132,0.05081877
1474.00000000,BACKGROUND170,BACKGROUND69,0.52604299
1572.00000000,BACKGROUND147,BACKGROUND69,7.15196769
1612.00000000,BACKGROUND133,BACKGROUND134,0.22628349
1616.00000000,BACKGROUND133,BACKGROUND134,0.23945662
1792.00000000,BACKGROUND170,BACKGROUND175,0.22571797
1793.00000000,BACKGROUND170,BACKGROUND175,0.22736946
1801.00000000,BACKGROUND124,BACKGROUND223,0.00000000
