# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
432.00000000,BACKGROUND24,BACKGROUND49,0.00653055
436.00000000,BACKGROUND24,BACKGROUND49,0.00810583
507.00000000,BACKGROUND40,BACKGROUND51,0.00239342
585.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,1.53118055
586.00000000,BACKGROUND49,BACKGROUND63,22.70877589
805.00000000,BACKGROUND62,BACKGROUND89,5.67555555
851.00000000,BACKGROUND80,BACKGROUND93,15.09436517
878.00000000,BACKGROUND116,BACKGROUND90,0.17960216
883.00000000,BACKGROUND6,BACKGROUND76,2.50509137
889.00000000,BACKGROUND6,BACKGROUND76,5.52251692
899.00000000,BACKGROUND6,BACKGROUND76,4.53207029
955.00000000,BACKGROUND101,BACKGROUND114,20.28743741
1016.00000000,BACKGROUND115,BACKGROUND79,0.16302941
1098.00000000,BACKGROUND138,BACKGROUND146,36.53210298
1221.00000000,BACKGROUND149,BACKGROUND161,6.41753503
1268.00000000,BACKGROUND149,BACKGROUND156,0.65714082
1272.00000000,BACKGROUND137,BACKGROUND158,17.47915478
1281.00000000,BACKGROUND133,BACKGROUND164,2.00800902
1282.00000000,BACKGROUND154,BACKGROUND156,18.09933856
1300.00000000,BACKGROUND148,BACKGROUND164,4.47142390
1349.00000000,BACKGROUND132,BACKGROUND175,26.55971891
1350.00000000,BACKGROUND132,BACKGROUND175,26.80948482
1390.00000000,BACKGROUND143,BACKGROUND176,3.99391741
1411.00000000,BACKGROUND151,BACKGROUND159,35.43797240
1414.00000000,BACKGROUND143,BACKGROUND62,22.06213463
1415.00000000,BACKGROUND143,BACKGROUND62,22.93927964
1443.00000000,BACKGROUND170,BACKGROUND184,2.82221676
1510.00000000,BACKGROUND143,BACKGROUND183,22.70658194
1617.00000000,BACKGROUND200,BACKGROUND204,25.63839772
1667.00000000,BACKGROUND143,BACKGROUND193,7.07190983
1667.00000000,BACKGROUND143,BACKGROUND211,5.44577486
1667.00000000,BACKGROUND193,BACKGROUND211,4.03482332
1693.00000000,BACKGROUND144,BACKGROUND201,28.95429958
1744.00000000,BACKGROUND201,BACKGROUND210,12.48520113
