# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
231.00000000,BACKGROUND15,SURVEILLANCE_LUFTHANSA,114.86089116
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,457.80660936
244.00000000,BACKGROUND26,SURVEILLANCE_LUFTHANSA,390.30311544
290.00000000,BACKGROUND16,BACKGROUND9,5.81825297
322.00000000,BACKGROUND21,SURVEILLANCE_EUROWINGS,155.07975756
334.00000000,BACKGROUND17,SURVEILLANCE_EUROWINGS,360.76659205
336.00000000,BACKGROUND37,SURVEILLANCE_EUROWINGS,414.70993219
361.00000000,BACKGROUND19,SURVEILLANCE_EUROWINGS,484.23629977
445.00000000,BACKGROUND16,BACKGROUND42,0.16356440
593.00000000,BACKGROUND51,BACKGROUND66,1.14199686
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
703.00000000,BACKGROUND54,BACKGROUND59,0.00013531
764.00000000,BACKGROUND21,BACKGROUND45,6.55523550
870.00000000,BACKGROUND62,BACKGROUND71,0.00315177
915.00000000,BACKGROUND36,BACKGROUND93,0.14315883
962.00000000,BACKGROUND28,BACKGROUND59,0.14548679
974.00000000,BACKGROUND108,BACKGROUND49,0.48405696
981.00000000,BACKGROUND62,BACKGROUND79,0.00850582
982.00000000,BACKGROUND62,BACKGROUND79,0.00838069
1087.00000000,BACKGROUND87,BACKGROUND89,7.42490328
1088.00000000,BACKGROUND87,BACKGROUND89,7.42490329
1089.00000000,BACKGROUND87,BACKGROUND89,7.42490330
1090.00000000,BACKGROUND87,BACKGROUND89,7.42490332
1091.00000000,BACKGROUND87,BACKGROUND89,7.42490333
1092.00000000,BACKGROUND87,BACKGROUND89,7.42490335
1093.00000000,BACKGROUND87,BACKGROUND89,7.42490336
1094.00000000,BACKGROUND87,BACKGROUND89,7.42490338
1095.00000000,BACKGROUND87,BACKGROUND89,7.42490340
1096.00000000,BACKGROUND87,BACKGROUND89,7.42490342
1097.00000000,BACKGROUND87,BACKGROUND89,7.42490344
1098.00000000,BACKGROUND87,BACKGROUND89,7.42490346
1099.00000000,BACKGROUND87,BACKGROUND89,7.42490348
1100.00000000,BACKGROUND87,BACKGROUND89,7.42490350
1101.00000000,BACKGROUND87,BACKGROUND89,7.42490352
1102.00000000,BACKGROUND87,BACKGROUND89,7.42490355
1103.00000000,BACKGROUND87,BACKGROUND89,7.42490357
1104.00000000,BACKGROUND87,BACKGROUND89,7.42490359
1105.00000000,BACKGROUND87,BACKGROUND89,7.42490362
1106.00000000,BACKGROUND87,BACKGROUND89,7.42490365
1107.00000000,BACKGROUND87,BACKGROUND89,7.42490368
1108.00000000,BACKGROUND87,BACKGROUND89,7.42490370
1109.00000000,BACKGROUND87,BACKGROUND89,7.42490373
1110.00000000,BACKGROUND87,BACKGROUND89,7.42490376
1111.00000000,BACKGROUND87,BACKGROUND89,7.42490379
1112.00000000,BACKGROUND87,BACKGROUND89,7.42490382
1113.00000000,BACKGROUND87,BACKGROUND89,7.42490386
1114.00000000,BACKGROUND87,BACKGROUND89,7.42490389
1115.00000000,BACKGROUND87,BACKGROUND89,7.42490392
1116.00000000,BACKGROUND87,BACKGROUND89,7.42490396
1117.00000000,BACKGROUND87,BACKGROUND89,7.42490399
1118.00000000,BACKGROUND87,BACKGROUND89,7.42490403
1119.00000000,BACKGROUND87,BACKGROUND89,7.42490407
1120.00000000,BACKGROUND87,BACKGROUND89,7.42490410
1121.00000000,BACKGROUND87,BACKGROUND89,7.42490414
