# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
201.00000000,BACKGROUND15,BACKGROUND6,36.16341063
219.00000000,BACKGROUND21,BACKGROUND24,19.20160961
326.00000000,BACKGROUND18,BACKGROUND23,0.11121990
327.00000000,BACKGROUND22,BACKGROUND28,17.07214089
511.00000000,BACKGROUND42,BACKGROUND45,11.25460053
568.00000000,BACKGROUND34,BACKGROUND45,2.62876340
610.00000000,BACKGROUND35,BACKGROUND37,36.26107984
644.00000000,BACKGROUND61,BACKGROUND67,0.91041922
761.00000000,BACKGROUND61,BACKGROUND69,22.94205867
787.00000000,BACKGROUND55,BACKGROUND81,0.00713034
813.00000000,BACKGROUND52,BACKGROUND78,2.17959133
1046.00000000,BACKGROUND101,BACKGROUND102,0.17812651
1152.00000000,BACKGROUND103,BACKGROUND116,4.85403960
1184.00000000,BACKGROUND125,BACKGROUND94,0.56074246
1208.00000000,BACKGROUND117,BACKGROUND79,30.89711800
1366.00000000,BACKGROUND133,BACKGROUND141,4.86109741
1406.00000000,BACKGROUND139,BACKGROUND144,16.49105249
1519.00000000,BACKGROUND125,BACKGROUND150,0.00019239
1555.00000000,BACKGROUND127,BACKGROUND140,3.54667414
1590.00000000,BACKGROUND145,BACKGROUND146,0.06656839
1666.00000000,BACKGROUND163,BACKGROUND172,17.96492337
1691.00000000,BACKGROUND148,BACKGROUND153,0.09920249
1714.00000000,BACKGROUND165,BACKGROUND166,9.58268164
