# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
314.00000000,BACKGROUND13,BACKGROUND3,1.17354192
394.00000000,BACKGROUND19,BACKGROUND6,19.30941924
401.00000000,BACKGROUND13,BACKGROUND18,19.56147150
402.00000000,BACKGROUND13,BACKGROUND18,22.43075237
435.00000000,BACKGROUND17,BACKGROUND8,0.34806873
440.00000000,BACKGROUND9,DELIVERY1,0.21258313
687.00000000,BACKGROUND16,BACKGROUND25,0.10404185
731.00000000,BACKGROUND25,BACKGROUND35,8.17982700
834.00000000,BACKGROUND28,BACKGROUND31,0.04817119
844.00000000,BACKGROUND28,DELIVERY2,0.03548625
846.00000000,BACKGROUND28,BACKGROUND29,0.00073904
854.00000000,BACKGROUND29,DELIVERY2,7.85889330
881.00000000,BACKGROUND27,DELIVERY2,2.51809567
882.00000000,BACKGROUND27,DELIVERY2,5.04880373
883.00000000,BACKGROUND27,DELIVERY2,5.62413594
907.00000000,BACKGROUND29,BACKGROUND31,0.19696502
914.00000000,BACKGROUND32,BACKGROUND38,0.08331047
919.00000000,DELIVERY2,DELIVERY5,0.07354855
943.00000000,BACKGROUND31,BACKGROUND39,0.34139858
945.00000000,BACKGROUND29,BACKGROUND38,0.13011239
974.00000000,BACKGROUND47,BACKGROUND48,0.10415562
992.00000000,DELIVERY3,DELIVERY6,0.05135707
1093.00000000,BACKGROUND28,BACKGROUND52,0.00395903
1219.00000000,DELIVERY5,DELIVERY9,0.07354855
1239.00000000,BACKGROUND45,BACKGROUND51,2.29253764
1265.00000000,BACKGROUND46,BACKGROUND54,1.83169525
1292.00000000,DELIVERY6,DELIVERY7,0.05135707
1428.00000000,BACKGROUND58,BACKGROUND65,0.00041474
1518.00000000,BACKGROUND60,BACKGROUND69,20.88943267
1519.00000000,DELIVERY11,DELIVERY9,0.07354855
1569.00000000,BACKGROUND57,BACKGROUND71,3.81887353
1592.00000000,DELIVERY12,DELIVERY7,0.05135707
1622.00000000,BACKGROUND60,BACKGROUND76,1.34262342
1676.00000000,BACKGROUND60,BACKGROUND75,0.56582129
1709.00000000,BACKGROUND60,BACKGROUND80,0.56877195
1734.00000000,BACKGROUND76,DELIVERY8,2.64624077
1758.00000000,BACKGROUND72,DELIVERY11,0.84423057
1790.00000000,BACKGROUND60,BACKGROUND71,17.56648021
1808.00000000,BACKGROUND85,BACKGROUND87,0.05644066
1819.00000000,DELIVERY11,DELIVERY13,0.07354855
1884.00000000,BACKGROUND89,DELIVERY12,0.19249846
1892.00000000,DELIVERY12,DELIVERY15,0.05135707
1901.00000000,BACKGROUND89,DELIVERY15,0.00084112
1938.00000000,BACKGROUND83,BACKGROUND93,0.00638605
1969.00000000,BACKGROUND88,DELIVERY14,0.57818682
2022.00000000,BACKGROUND90,BACKGROUND94,9.59551342
2023.00000000,BACKGROUND90,BACKGROUND94,9.95225203
2119.00000000,DELIVERY13,DELIVERY16,0.07354855
2128.00000000,BACKGROUND89,DELIVERY15,4.07666164
2160.00000000,BACKGROUND88,DELIVERY18,0.07635446
2192.00000000,DELIVERY15,DELIVERY17,0.05135707
2274.00000000,BACKGROUND105,BACKGROUND96,0.31820809
2280.00000000,BACKGROUND106,BACKGROUND85,0.01453792
2308.00000000,BACKGROUND97,DELIVERY14,0.00089964
2324.00000000,BACKGROUND100,BACKGROUND108,0.30626440
2338.00000000,BACKGROUND89,DELIVERY18,0.52859459
2365.00000000,BACKGROUND105,BACKGROUND110,17.27004765
2373.00000000,BACKGROUND102,DELIVERY14,0.01891089
2411.00000000,BACKGROUND89,DELIVERY20,2.72488207
2419.00000000,DELIVERY16,DELIVERY20,0.07354855
2492.00000000,DELIVERY17,DELIVERY21,0.05135707
2521.00000000,BACKGROUND118,BACKGROUND96,0.01745197
2533.00000000,BACKGROUND102,DELIVERY21,24.42960131
2545.00000000,BACKGROUND109,DELIVERY18,0.02439942
2581.00000000,BACKGROUND102,BACKGROUND119,14.07451422
2674.00000000,BACKGROUND122,DELIVERY18,0.07517319
2719.00000000,DELIVERY20,DELIVERY23,0.07354855
2727.00000000,BACKGROUND123,BACKGROUND130,0.48515313
2728.00000000,BACKGROUND123,BACKGROUND130,0.85750626
2787.00000000,BACKGROUND121,BACKGROUND122,0.72119874
2792.00000000,DELIVERY21,DELIVERY24,0.05135707
2802.00000000,BACKGROUND130,BACKGROUND87,33.94787162
2822.00000000,BACKGROUND133,BACKGROUND96,3.27110396
2849.00000000,BACKGROUND126,DELIVERY19,0.01176500
2856.00000000,BACKGROUND130,BACKGROUND131,1.39517164
2938.00000000,BACKGROUND126,DELIVERY23,1.75903147
3019.00000000,DELIVERY23,DELIVERY27,0.07354855
3092.00000000,DELIVERY24,DELIVERY25,0.05135707
3110.00000000,BACKGROUND121,BACKGROUND143,0.00214649
3319.00000000,DELIVERY27,DELIVERY29,0.07354855
3392.00000000,DELIVERY25,DELIVERY30,0.05135707
3500.00000000,BACKGROUND154,BACKGROUND156,14.31196619
3553.00000000,BACKGROUND141,DELIVERY26,0.00106785
3593.00000000,BACKGROUND141,DELIVERY29,0.01128440
