# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
106.00000000,BACKGROUND6,BACKGROUND8,0.01884249
187.00000000,BACKGROUND6,SURVEILLANCE_LUFTHANSA,178.09067892
188.00000000,BACKGROUND6,SURVEILLANCE_LUFTHANSA,178.22764788
236.00000000,BACKGROUND22,SURVEILLANCE_LUFTHANSA,108.59368378
238.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,459.22712944
339.00000000,BACKGROUND10,SURVEILLANCE_EUROWINGS,188.00236783
340.00000000,BACKGROUND6,SURVEILLANCE_EUROWINGS,471.40262079
352.00000000,BACKGROUND20,SURVEILLANCE_EUROWINGS,480.28621853
369.00000000,BACKGROUND37,SURVEILLANCE_EUROWINGS,342.49110215
420.00000000,BACKGROUND33,BACKGROUND45,0.27878712
474.00000000,BACKGROUND33,BACKGROUND36,0.00518263
650.00000000,BACKGROUND12,BACKGROUND40,0.00029750
834.00000000,BACKGROUND80,BACKGROUND87,0.49913901
915.00000000,BACKGROUND37,BACKGROUND94,0.00000266
919.00000000,BACKGROUND108,BACKGROUND87,4.81952344
981.00000000,BACKGROUND29,BACKGROUND68,0.08592958
1107.00000000,BACKGROUND101,BACKGROUND82,0.79699887
1114.00000000,BACKGROUND58,BACKGROUND99,0.03110282
1132.00000000,BACKGROUND105,BACKGROUND88,0.00080526
1157.00000000,BACKGROUND35,BACKGROUND84,0.57820524
1181.00000000,BACKGROUND133,BACKGROUND37,9.06387891
1187.00000000,BACKGROUND105,BACKGROUND108,0.00393924
1213.00000000,BACKGROUND108,BACKGROUND68,0.00002219
1222.00000000,BACKGROUND135,BACKGROUND99,0.00000027
1235.00000000,BACKGROUND106,BACKGROUND35,5.20624411
1335.00000000,BACKGROUND105,BACKGROUND142,0.00032181
1544.00000000,BACKGROUND123,BACKGROUND72,0.06647763
1669.00000000,BACKGROUND106,BACKGROUND81,0.08338047
1700.00000000,BACKGROUND129,BACKGROUND163,0.35857856
1757.00000000,BACKGROUND137,BACKGROUND205,1.56472267
