# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
182.00000000,BACKGROUND8,SURVEILLANCE_LUFTHANSA,145.62907543
183.00000000,BACKGROUND8,SURVEILLANCE_LUFTHANSA,146.76074283
247.00000000,BACKGROUND9,SURVEILLANCE_LUFTHANSA,327.52702782
248.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,443.16034074
324.00000000,BACKGROUND23,SURVEILLANCE_EUROWINGS,416.87974092
342.00000000,BACKGROUND17,SURVEILLANCE_EUROWINGS,218.04594751
355.00000000,BACKGROUND21,BACKGROUND24,0.01958601
370.00000000,BACKGROUND9,SURVEILLANCE_EUROWINGS,379.04649654
447.00000000,BACKGROUND21,BACKGROUND38,0.01154901
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
721.00000000,BACKGROUND16,BACKGROUND76,0.01103581
743.00000000,BACKGROUND53,BACKGROUND73,0.00747213
773.00000000,BACKGROUND46,BACKGROUND73,11.52288863
777.00000000,BACKGROUND25,BACKGROUND73,1.83156101
830.00000000,BACKGROUND23,BACKGROUND53,0.20986681
842.00000000,BACKGROUND25,BACKGROUND46,5.48388912
999.00000000,BACKGROUND107,BACKGROUND92,0.44645421
1050.00000000,BACKGROUND23,BACKGROUND87,7.24548989
1051.00000000,BACKGROUND107,BACKGROUND23,0.76377998
1069.00000000,BACKGROUND23,BACKGROUND98,0.32505554
1078.00000000,BACKGROUND43,BACKGROUND66,0.08333394
1100.00000000,BACKGROUND116,BACKGROUND66,1.59547085
1101.00000000,BACKGROUND116,BACKGROUND66,1.45425408
1110.00000000,BACKGROUND87,BACKGROUND98,0.09365865
1116.00000000,BACKGROUND87,BACKGROUND98,0.00364450
1142.00000000,BACKGROUND117,BACKGROUND37,3.16709873
1143.00000000,BACKGROUND75,BACKGROUND87,3.31291474
1179.00000000,BACKGROUND118,BACKGROUND37,0.01382740
1196.00000000,BACKGROUND111,BACKGROUND92,4.59416982
1262.00000000,BACKGROUND129,BACKGROUND43,0.00046182
1316.00000000,BACKGROUND116,BACKGROUND134,0.00103405
1599.00000000,BACKGROUND102,BACKGROUND143,0.40901858
1601.00000000,BACKGROUND102,BACKGROUND143,6.28587135
1607.00000000,BACKGROUND102,BACKGROUND143,6.38459399
1615.00000000,BACKGROUND102,BACKGROUND143,2.76986946
1645.00000000,BACKGROUND104,BACKGROUND149,0.00112657
1647.00000000,BACKGROUND177,BACKGROUND178,0.42327305
1689.00000000,BACKGROUND171,BACKGROUND172,3.68017635
1737.00000000,BACKGROUND144,BACKGROUND83,0.28411627
1743.00000000,BACKGROUND163,BACKGROUND170,0.79114897
1801.00000000,BACKGROUND176,BACKGROUND94,0.00000000
