# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,458.24303108
355.00000000,BACKGROUND47,SURVEILLANCE_EUROWINGS,110.41494850
378.00000000,BACKGROUND38,SURVEILLANCE_EUROWINGS,490.88744408
525.00000000,BACKGROUND12,BACKGROUND38,1.95291896
590.00000000,BACKGROUND12,BACKGROUND47,0.09389961
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
632.00000000,BACKGROUND28,BACKGROUND38,6.37113568
679.00000000,BACKGROUND36,BACKGROUND68,0.06074697
798.00000000,BACKGROUND28,BACKGROUND51,0.06471107
947.00000000,BACKGROUND56,BACKGROUND78,0.76417893
1075.00000000,BACKGROUND87,BACKGROUND98,0.63999892
1261.00000000,BACKGROUND37,BACKGROUND88,0.00038247
1483.00000000,BACKGROUND118,BACKGROUND51,1.09114372
1561.00000000,BACKGROUND104,BACKGROUND142,1.17770273
