# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
410.00000000,BACKGROUND21,BACKGROUND42,0.01798791
552.00000000,BACKGROUND24,SURVEILLANCEOP4,27.74023105
557.00000000,BACKGROUND14,BACKGROUND35,0.00086985
585.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,1.53118055
622.00000000,BACKGROUND33,BACKGROUND39,31.77796703
628.00000000,BACKGROUND31,BACKGROUND52,0.00035992
644.00000000,BACKGROUND34,BACKGROUND50,0.11732540
687.00000000,BACKGROUND41,BACKGROUND56,0.00094447
781.00000000,BACKGROUND58,BACKGROUND62,0.00482866
812.00000000,BACKGROUND53,BACKGROUND88,0.41350297
817.00000000,BACKGROUND16,BACKGROUND58,0.99656480
840.00000000,BACKGROUND53,BACKGROUND82,0.07598959
870.00000000,BACKGROUND52,BACKGROUND82,32.97357445
984.00000000,BACKGROUND55,BACKGROUND92,0.12356444
998.00000000,BACKGROUND90,BACKGROUND98,14.45506889
1035.00000000,BACKGROUND107,BACKGROUND98,18.31739508
1234.00000000,BACKGROUND65,BACKGROUND98,0.00352493
1234.00000000,BACKGROUND119,BACKGROUND77,0.00042543
1237.00000000,BACKGROUND65,BACKGROUND98,0.00444429
1412.00000000,BACKGROUND144,BACKGROUND94,0.00431120
1449.00000000,BACKGROUND138,BACKGROUND77,3.20145826
1455.00000000,BACKGROUND129,BACKGROUND83,0.01536926
1457.00000000,BACKGROUND121,BACKGROUND83,6.31446777
1464.00000000,BACKGROUND144,BACKGROUND155,0.19131916
1567.00000000,BACKGROUND112,BACKGROUND131,37.06422954
1749.00000000,BACKGROUND113,BACKGROUND138,0.82039399
1761.00000000,BACKGROUND138,BACKGROUND207,0.99022158
