# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
253.00000000,BACKGROUND16,BACKGROUND18,18.02807829
358.00000000,BACKGROUND21,BACKGROUND24,9.21037217
404.00000000,BACKGROUND15,BACKGROUND18,10.77967803
446.00000000,BACKGROUND21,BACKGROUND38,6.48573555
463.00000000,BACKGROUND17,BACKGROUND20,20.19145762
464.00000000,BACKGROUND17,BACKGROUND20,21.42574371
548.00000000,BACKGROUND38,BACKGROUND40,0.34077598
571.00000000,BACKGROUND40,SURVEILLANCEOP1,2.46993241
585.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,1.53118055
632.00000000,BACKGROUND25,BACKGROUND63,35.67364519
727.00000000,BACKGROUND25,BACKGROUND63,0.01568088
773.00000000,BACKGROUND46,BACKGROUND73,31.21687384
881.00000000,BACKGROUND23,BACKGROUND53,0.01121939
914.00000000,BACKGROUND23,BACKGROUND46,22.11964116
958.00000000,BACKGROUND43,BACKGROUND83,0.70915015
960.00000000,BACKGROUND51,BACKGROUND90,25.80073739
968.00000000,BACKGROUND59,BACKGROUND83,18.50930027
1041.00000000,BACKGROUND66,BACKGROUND87,5.76882915
1042.00000000,BACKGROUND107,BACKGROUND98,36.20535851
1051.00000000,BACKGROUND43,BACKGROUND66,13.40039345
1083.00000000,BACKGROUND66,BACKGROUND76,35.50438686
1129.00000000,BACKGROUND117,BACKGROUND37,8.25501531
1163.00000000,BACKGROUND107,BACKGROUND98,0.00011308
1208.00000000,BACKGROUND42,BACKGROUND94,0.06619033
1227.00000000,BACKGROUND129,BACKGROUND43,0.32764289
1365.00000000,BACKGROUND116,BACKGROUND134,0.11886344
1379.00000000,BACKGROUND158,BACKGROUND92,1.47557248
1458.00000000,BACKGROUND119,BACKGROUND148,2.26574312
1460.00000000,BACKGROUND116,BACKGROUND159,0.10147691
1525.00000000,BACKGROUND80,BACKGROUND98,0.02874509
1547.00000000,BACKGROUND131,BACKGROUND148,0.73736746
1550.00000000,BACKGROUND142,BACKGROUND148,0.25196130
1560.00000000,BACKGROUND131,BACKGROUND142,0.00037858
1565.00000000,BACKGROUND131,BACKGROUND142,0.00230191
1595.00000000,BACKGROUND131,BACKGROUND142,35.29186760
1617.00000000,BACKGROUND134,BACKGROUND162,0.28477689
1628.00000000,BACKGROUND149,BACKGROUND170,0.56915540
1645.00000000,BACKGROUND104,BACKGROUND149,0.01257959
1645.00000000,BACKGROUND177,BACKGROUND178,0.42282735
1650.00000000,BACKGROUND180,BACKGROUND95,19.98957335
1688.00000000,BACKGROUND154,BACKGROUND95,20.06906590
1708.00000000,BACKGROUND115,BACKGROUND88,5.12344701
1721.00000000,BACKGROUND134,BACKGROUND187,0.29419832
1723.00000000,BACKGROUND171,BACKGROUND172,13.80436096
1737.00000000,BACKGROUND185,BACKGROUND95,7.55687695
