# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
229.00000000,BACKGROUND15,SURVEILLANCE_LUFTHANSA,208.08045507
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,448.29991363
245.00000000,BACKGROUND26,SURVEILLANCE_LUFTHANSA,434.65306218
291.00000000,BACKGROUND16,BACKGROUND9,6.46154071
319.00000000,BACKGROUND21,SURVEILLANCE_EUROWINGS,116.93978684
408.00000000,BACKGROUND19,SURVEILLANCE_EUROWINGS,466.24700783
443.00000000,BACKGROUND16,BACKGROUND42,0.15983941
578.00000000,BACKGROUND18,BACKGROUND28,20.20992697
583.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,90.42624198
625.00000000,BACKGROUND46,BACKGROUND55,2.35139713
668.00000000,BACKGROUND55,BACKGROUND58,10.01245678
701.00000000,BACKGROUND54,BACKGROUND59,0.00007643
868.00000000,BACKGROUND62,BACKGROUND71,21.38403000
911.00000000,BACKGROUND36,BACKGROUND93,0.00327681
914.00000000,BACKGROUND21,BACKGROUND49,13.35210057
922.00000000,BACKGROUND49,BACKGROUND67,22.12047681
962.00000000,BACKGROUND79,BACKGROUND97,0.02318820
970.00000000,BACKGROUND28,BACKGROUND59,35.39494235
1050.00000000,BACKGROUND78,BACKGROUND90,17.86483605
1069.00000000,BACKGROUND112,BACKGROUND120,0.00441478
1108.00000000,BACKGROUND105,BACKGROUND89,21.21180632
1109.00000000,BACKGROUND105,BACKGROUND87,15.01065035
1115.00000000,BACKGROUND64,BACKGROUND68,0.20180666
1134.00000000,BACKGROUND59,BACKGROUND95,0.65372801
1157.00000000,BACKGROUND135,BACKGROUND36,32.43064273
1260.00000000,BACKGROUND135,BACKGROUND78,4.88697030
1276.00000000,BACKGROUND126,BACKGROUND41,18.78898266
1280.00000000,BACKGROUND126,BACKGROUND59,8.23472023
1292.00000000,BACKGROUND145,BACKGROUND87,12.13366434
1374.00000000,BACKGROUND140,BACKGROUND165,0.70533273
1458.00000000,BACKGROUND112,BACKGROUND90,0.92850057
1470.00000000,BACKGROUND151,BACKGROUND159,0.30130868
1491.00000000,BACKGROUND140,BACKGROUND79,35.56794901
1492.00000000,BACKGROUND62,BACKGROUND78,1.41226292
1495.00000000,BACKGROUND39,BACKGROUND79,0.00078350
1506.00000000,BACKGROUND142,BACKGROUND174,0.12165023
1552.00000000,BACKGROUND147,BACKGROUND160,4.66598178
1553.00000000,BACKGROUND147,BACKGROUND160,4.67901433
1583.00000000,BACKGROUND62,BACKGROUND78,1.97650104
1708.00000000,BACKGROUND172,BACKGROUND179,2.85064185
1775.00000000,BACKGROUND170,BACKGROUND185,11.51126853
