# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
211.00000000,BACKGROUND2,BACKGROUND23,6.44523810
241.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,454.44493091
242.00000000,BACKGROUND13,SURVEILLANCE_LUFTHANSA,324.54874286
313.00000000,BACKGROUND34,SURVEILLANCE_EUROWINGS,314.61559444
321.00000000,BACKGROUND29,SURVEILLANCE_EUROWINGS,128.17901222
329.00000000,BACKGROUND20,SURVEILLANCE_EUROWINGS,2.72477121
332.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,345.16273450
361.00000000,BACKGROUND31,SURVEILLANCE_EUROWINGS,380.52861662
438.00000000,BACKGROUND27,BACKGROUND31,0.55282653
474.00000000,BACKGROUND22,BACKGROUND27,0.00061489
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
1053.00000000,BACKGROUND102,BACKGROUND66,1.15419067
1279.00000000,BACKGROUND115,BACKGROUND117,11.21735590
1349.00000000,BACKGROUND78,BACKGROUND84,0.00967426
1415.00000000,BACKGROUND121,BACKGROUND78,0.30522467
1622.00000000,BACKGROUND145,BACKGROUND153,8.86911854
1623.00000000,BACKGROUND145,BACKGROUND153,9.22365100
1669.00000000,BACKGROUND146,BACKGROUND186,1.55757338
1801.00000000,BACKGROUND177,BACKGROUND199,0.00000000
