# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
224.00000000,BACKGROUND14,SURVEILLANCE_LUFTHANSA,32.12923936
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,448.96246248
397.00000000,BACKGROUND31,SURVEILLANCE_EUROWINGS,251.49793571
507.00000000,BACKGROUND39,BACKGROUND50,0.00239342
532.00000000,BACKGROUND48,BACKGROUND62,0.11011167
565.00000000,BACKGROUND44,BACKGROUND48,17.75986216
584.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,80.43783309
805.00000000,BACKGROUND61,BACKGROUND86,5.67555555
851.00000000,BACKGROUND77,BACKGROUND90,15.09436517
878.00000000,BACKGROUND110,BACKGROUND87,0.17960216
883.00000000,BACKGROUND6,BACKGROUND74,2.50509137
889.00000000,BACKGROUND6,BACKGROUND74,5.52251692
899.00000000,BACKGROUND6,BACKGROUND74,4.53207029
955.00000000,BACKGROUND108,BACKGROUND96,20.28743741
1019.00000000,BACKGROUND109,BACKGROUND76,0.14689758
1098.00000000,BACKGROUND130,BACKGROUND138,36.53210298
1221.00000000,BACKGROUND141,BACKGROUND153,6.41753503
1268.00000000,BACKGROUND141,BACKGROUND148,0.65714082
1281.00000000,BACKGROUND125,BACKGROUND156,2.00800902
1282.00000000,BACKGROUND146,BACKGROUND148,18.09933856
1294.00000000,BACKGROUND146,BACKGROUND48,13.46260533
1294.00000000,BACKGROUND129,BACKGROUND150,29.62650879
1313.00000000,BACKGROUND129,BACKGROUND156,3.13717845
1349.00000000,BACKGROUND124,BACKGROUND166,26.55971891
1350.00000000,BACKGROUND124,BACKGROUND166,26.80948482
1411.00000000,BACKGROUND143,BACKGROUND151,35.43797240
1443.00000000,BACKGROUND161,BACKGROUND174,2.82221676
1617.00000000,BACKGROUND188,BACKGROUND192,25.63839772
1668.00000000,BACKGROUND181,BACKGROUND199,5.45852441
1693.00000000,BACKGROUND136,BACKGROUND189,28.95429958
1744.00000000,BACKGROUND189,BACKGROUND198,12.48520113
