# FLIGHT LOG
# Takeoff, landing, and distance flown of each UAS.
# 
# Simulation Time [s], UAS, Takeoff/Landing, Distance [m]
# simt
1.05000000,DELIVERY1,takeoff,0
151.05000000,BACKGROUND1,takeoff,0
301.05000000,BACKGROUND2,takeoff,0
304.55000000,DELIVERY1,landing,3677.68107332
304.55000000,DELIVERY1,takeoff,0
314.60000000,BACKGROUND1,landing,2412.90066649
314.60000000,BACKGROUND1,takeoff,0
377.05000000,BACKGROUND1,landing,824.56002221
430.45000000,DELIVERY1,landing,795.02771326
433.45000000,DELIVERY1,takeoff,0
600.05000000,DELIVERY2,takeoff,0
600.05000000,DELIVERY3,takeoff,0
601.05000000,BACKGROUND3,takeoff,0
659.55000000,BACKGROUND2,landing,3990.90256860
714.30000000,BACKGROUND3,landing,1668.90119157
809.55000000,DELIVERY3,landing,1686.34726203
812.55000000,DELIVERY3,takeoff,0
884.45000000,DELIVERY2,landing,2650.77810408
887.45000000,DELIVERY2,takeoff,0
900.05000000,DELIVERY5,takeoff,0
900.05000000,DELIVERY4,takeoff,0
900.05000000,DELIVERY6,takeoff,0
905.35000000,DELIVERY2,landing,268.21303897
905.35000000,DELIVERY2,takeoff,0
909.00000000,DELIVERY3,landing,1204.18508657
909.00000000,DELIVERY3,takeoff,0
911.05000000,DELIVERY1,landing,4452.77903250
991.10000000,DELIVERY3,landing,473.57144741
1129.90000000,DELIVERY6,landing,1698.60352720
1132.90000000,DELIVERY6,takeoff,0
1170.25000000,DELIVERY2,landing,2387.80862310
1184.45000000,DELIVERY4,landing,2650.77810408
1187.45000000,DELIVERY4,takeoff,0
1200.05000000,DELIVERY7,takeoff,0
1200.05000000,DELIVERY8,takeoff,0
1200.05000000,DELIVERY9,takeoff,0
1204.20000000,DELIVERY6,landing,951.63399114
1204.20000000,DELIVERY6,takeoff,0
1205.35000000,DELIVERY4,landing,268.21303897
1205.35000000,DELIVERY4,takeoff,0
1208.80000000,DELIVERY5,landing,3830.91151433
1208.80000000,DELIVERY5,takeoff,0
1311.15000000,DELIVERY6,landing,725.85695049
1336.10000000,DELIVERY5,landing,640.05250854
1339.10000000,DELIVERY5,takeoff,0
1351.05000000,BACKGROUND4,takeoff,0
1429.90000000,DELIVERY9,landing,1698.60352720
1432.90000000,DELIVERY9,takeoff,0
1470.25000000,DELIVERY4,landing,2387.80862310
1484.45000000,DELIVERY8,landing,2650.77810408
1487.45000000,DELIVERY8,takeoff,0
1500.05000000,DELIVERY11,takeoff,0
1501.55000000,DELIVERY7,landing,3753.55476170
1501.55000000,DELIVERY7,takeoff,0
1503.85000000,BACKGROUND4,landing,1946.25657347
1503.85000000,BACKGROUND4,takeoff,0
1504.20000000,DELIVERY9,landing,951.63399114
1504.20000000,DELIVERY9,takeoff,0
1505.35000000,DELIVERY8,landing,268.21303897
1505.35000000,DELIVERY8,takeoff,0
1550.50000000,DELIVERY5,landing,1037.33461993
1550.50000000,DELIVERY5,takeoff,0
1627.45000000,DELIVERY7,landing,795.02771326
1630.45000000,DELIVERY7,takeoff,0
1669.40000000,BACKGROUND4,landing,1376.02526600
1713.30000000,DELIVERY9,landing,1319.76568005
1744.95000000,DELIVERY11,landing,1695.24632566
1747.95000000,DELIVERY11,takeoff,0
1770.25000000,DELIVERY8,landing,2387.80862310
1800.05000000,DELIVERY10,takeoff,0
1800.05000000,DELIVERY13,takeoff,0
1802.50000000,DELIVERY5,landing,3010.45135440
1802.50000000,DELIVERY5,takeoff,0
1804.10000000,DELIVERY7,landing,2260.71432140
1804.10000000,DELIVERY7,takeoff,0
1808.60000000,DELIVERY11,landing,798.34424411
1808.60000000,DELIVERY11,takeoff,0
1883.25000000,DELIVERY5,landing,406.84129194
1951.05000000,BACKGROUND7,takeoff,0
1965.85000000,DELIVERY11,landing,881.18762154
2018.35000000,DELIVERY10,landing,2773.15029129
2021.35000000,DELIVERY10,takeoff,0
2084.45000000,DELIVERY13,landing,2650.77810408
2087.45000000,DELIVERY13,takeoff,0
2093.05000000,BACKGROUND7,landing,1935.01010610
2095.05000000,DELIVERY7,landing,2439.03634461
2100.05000000,DELIVERY12,takeoff,0
2100.05000000,BACKGROUND5,takeoff,0
