# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
308.00000000,BACKGROUND15,BACKGROUND9,0.13589902
346.00000000,BACKGROUND27,BACKGROUND30,0.08063687
411.00000000,BACKGROUND19,BACKGROUND8,0.04355756
448.00000000,BACKGROUND22,BACKGROUND42,8.90486736
489.00000000,BACKGROUND36,BACKGROUND38,0.82366099
526.00000000,BACKGROUND28,BACKGROUND33,1.09101856
556.00000000,BACKGROUND28,BACKGROUND53,16.04409408
584.00000000,BACKGROUND27,BACKGROUND30,20.18868312
594.00000000,BACKGROUND42,BACKGROUND49,2.41663827
631.00000000,BACKGROUND41,BACKGROUND66,2.33192368
1093.00000000,BACKGROUND105,BACKGROUND95,35.80012378
1155.00000000,BACKGROUND93,BACKGROUND94,6.64766212
1174.00000000,BACKGROUND113,BACKGROUND32,11.64402579
1538.00000000,BACKGROUND125,BACKGROUND158,27.86927368
1568.00000000,BACKGROUND124,BACKGROUND137,0.55848570
1614.00000000,BACKGROUND124,BACKGROUND131,8.55860191
1615.00000000,BACKGROUND124,BACKGROUND131,9.24121556
