# LOSS OF SEPARATION LOG
# Start and end of all loss of separation
# 
# Simulation Time [s], UAS1, UAS2, Start/End
# simt
307.00000000,BACKGROUND15,BACKGROUND9,start
309.00000000,BACKGROUND15,BACKGROUND9,end
315.00000000,BACKGROUND27,BACKGROUND30,start
360.00000000,BACKGROUND27,BACKGROUND30,end
377.00000000,BACKGROUND19,BACKGROUND29,start
378.00000000,BACKGROUND19,BACKGROUND29,end
410.00000000,BACKGROUND19,BACKGROUND8,start
412.00000000,BACKGROUND19,BACKGROUND8,end
413.00000000,BACKGROUND22,BACKGROUND42,start
414.00000000,BACKGROUND22,BACKGROUND42,end
439.00000000,BACKGROUND22,BACKGROUND42,start
450.00000000,BACKGROUND27,BACKGROUND30,start
452.00000000,BACKGROUND22,BACKGROUND42,end
463.00000000,BACKGROUND27,BACKGROUND30,end
475.00000000,BACKGROUND31,BACKGROUND42,start
476.00000000,BACKGROUND31,BACKGROUND42,end
488.00000000,BACKGROUND36,BACKGROUND38,start
490.00000000,BACKGROUND36,BACKGROUND38,end
526.00000000,BACKGROUND28,BACKGROUND33,start
527.00000000,BACKGROUND28,BACKGROUND33,end
528.00000000,BACKGROUND27,BACKGROUND30,start
555.00000000,BACKGROUND28,BACKGROUND53,start
557.00000000,BACKGROUND28,BACKGROUND53,end
575.00000000,BACKGROUND27,BACKGROUND30,end
580.00000000,BACKGROUND27,BACKGROUND30,start
587.00000000,BACKGROUND27,BACKGROUND30,end
593.00000000,BACKGROUND42,BACKGROUND49,start
595.00000000,BACKGROUND42,BACKGROUND49,end
630.00000000,BACKGROUND41,BACKGROUND66,start
632.00000000,BACKGROUND41,BACKGROUND66,end
1049.00000000,BACKGROUND105,BACKGROUND95,start
1054.00000000,BACKGROUND105,BACKGROUND95,end
1173.00000000,BACKGROUND113,BACKGROUND32,start
1175.00000000,BACKGROUND113,BACKGROUND32,end
1207.00000000,BACKGROUND93,BACKGROUND94,start
1226.00000000,BACKGROUND93,BACKGROUND94,end
1567.00000000,BACKGROUND124,BACKGROUND137,start
1569.00000000,BACKGROUND124,BACKGROUND137,end
1613.00000000,BACKGROUND124,BACKGROUND131,start
1616.00000000,BACKGROUND124,BACKGROUND131,end
