# FLIGHT LOG
# Takeoff, landing, and distance flown of each UAS.
# 
# Simulation Time [s], UAS, Takeoff/Landing, Distance [m]
# simt
81.05000000,BACKGROUND1,takeoff,0
162.05000000,BACKGROUND2,takeoff,0
242.05000000,BACKGROUND3,takeoff,0
323.05000000,BACKGROUND4,takeoff,0
403.05000000,BACKGROUND5,takeoff,0
447.40000000,BACKGROUND1,landing,5566.91649871
484.05000000,BACKGROUND6,takeoff,0
511.00000000,BACKGROUND3,landing,2245.86148069
564.05000000,BACKGROUND7,takeoff,0
582.70000000,BACKGROUND2,landing,5379.33047787
645.05000000,BACKGROUND8,takeoff,0
675.80000000,BACKGROUND4,landing,4813.65023733
692.25000000,BACKGROUND6,landing,1461.99680431
726.05000000,BACKGROUND9,takeoff,0
731.95000000,BACKGROUND5,landing,4285.00035139
806.05000000,BACKGROUND10,takeoff,0
817.15000000,BACKGROUND8,landing,1491.81318128
881.30000000,BACKGROUND7,landing,4755.79832184
887.05000000,BACKGROUND11,takeoff,0
967.05000000,BACKGROUND12,takeoff,0
979.35000000,BACKGROUND9,landing,2389.56057788
1048.05000000,BACKGROUND13,takeoff,0
1074.45000000,BACKGROUND11,landing,2074.69277102
1109.00000000,BACKGROUND10,landing,3112.08926133
1128.05000000,BACKGROUND14,takeoff,0
1235.80000000,BACKGROUND12,landing,3844.98386860
1290.05000000,BACKGROUND15,takeoff,0
1370.05000000,BACKGROUND16,takeoff,0
1415.25000000,BACKGROUND13,landing,5381.93155265
1516.70000000,BACKGROUND16,landing,1985.32959642
1531.05000000,BACKGROUND17,takeoff,0
1546.20000000,BACKGROUND14,landing,3992.51829886
1612.05000000,BACKGROUND18,takeoff,0
1692.05000000,BACKGROUND19,takeoff,0
1704.55000000,BACKGROUND15,landing,4772.05513016
1723.35000000,BACKGROUND17,landing,3143.39750392
1773.05000000,BACKGROUND20,takeoff,0
