# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,458.26341239
312.00000000,BACKGROUND15,SURVEILLANCE_EUROWINGS,123.89806089
314.00000000,BACKGROUND25,SURVEILLANCE_EUROWINGS,363.82792024
408.00000000,BACKGROUND21,BACKGROUND42,0.00988023
430.00000000,BACKGROUND21,BACKGROUND50,10.54548105
460.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,346.30991436
540.00000000,BACKGROUND16,BACKGROUND62,9.27952258
559.00000000,BACKGROUND14,BACKGROUND35,0.00044997
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
629.00000000,BACKGROUND33,BACKGROUND39,0.52995387
630.00000000,BACKGROUND31,BACKGROUND52,0.00035992
633.00000000,BACKGROUND34,BACKGROUND50,0.00019758
688.00000000,BACKGROUND41,BACKGROUND56,0.00022893
801.00000000,BACKGROUND58,BACKGROUND62,0.00003614
812.00000000,BACKGROUND53,BACKGROUND88,0.42820867
824.00000000,BACKGROUND16,BACKGROUND58,1.55718630
842.00000000,BACKGROUND53,BACKGROUND82,0.07818693
923.00000000,BACKGROUND82,BACKGROUND88,0.00009573
926.00000000,BACKGROUND82,BACKGROUND88,0.00012821
986.00000000,BACKGROUND55,BACKGROUND92,0.12367463
1000.00000000,BACKGROUND90,BACKGROUND98,0.25653242
1038.00000000,BACKGROUND107,BACKGROUND98,0.08847272
1236.00000000,BACKGROUND119,BACKGROUND77,0.00042545
1322.00000000,BACKGROUND65,BACKGROUND81,0.00565246
1410.00000000,BACKGROUND144,BACKGROUND94,0.01226964
1451.00000000,BACKGROUND138,BACKGROUND77,0.00143966
1476.00000000,BACKGROUND139,BACKGROUND74,0.04507512
1479.00000000,BACKGROUND129,BACKGROUND83,7.95442646
1592.00000000,BACKGROUND138,BACKGROUND183,0.90314133
1658.00000000,BACKGROUND188,BACKGROUND77,9.95488023
1765.00000000,BACKGROUND126,BACKGROUND153,0.02262487
