# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
181.00000000,BACKGROUND16,SURVEILLANCE_LUFTHANSA,479.84993227
205.00000000,BACKGROUND10,SURVEILLANCE_LUFTHANSA,459.03077373
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,457.98774980
337.00000000,BACKGROUND12,SURVEILLANCE_EUROWINGS,209.43633799
344.00000000,BACKGROUND44,SURVEILLANCE_EUROWINGS,368.21897067
353.00000000,BACKGROUND18,SURVEILLANCE_EUROWINGS,498.44192610
368.00000000,BACKGROUND15,BACKGROUND39,0.29150682
371.00000000,BACKGROUND21,BACKGROUND31,10.61674200
415.00000000,BACKGROUND25,BACKGROUND7,3.64982708
436.00000000,BACKGROUND3,BACKGROUND54,9.07840440
448.00000000,BACKGROUND15,BACKGROUND26,0.00131926
448.00000000,BACKGROUND26,BACKGROUND28,0.00473661
449.00000000,BACKGROUND15,BACKGROUND28,0.00337640
450.00000000,BACKGROUND15,BACKGROUND28,0.00038158
451.00000000,BACKGROUND15,BACKGROUND28,0.00070239
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
777.00000000,BACKGROUND37,BACKGROUND94,0.07086266
860.00000000,BACKGROUND34,BACKGROUND40,0.01124833
926.00000000,BACKGROUND109,BACKGROUND37,0.00036826
953.00000000,BACKGROUND109,BACKGROUND62,0.00971207
1037.00000000,BACKGROUND100,BACKGROUND107,1.40025055
1121.00000000,BACKGROUND101,BACKGROUND132,1.14918478
1276.00000000,BACKGROUND43,BACKGROUND85,0.04441941
1388.00000000,BACKGROUND119,BACKGROUND140,2.06212463
1515.00000000,BACKGROUND131,BACKGROUND139,0.00000321
1525.00000000,BACKGROUND109,BACKGROUND157,0.10579246
1663.00000000,BACKGROUND147,BACKGROUND186,0.14894438
1666.00000000,BACKGROUND147,BACKGROUND177,0.42943369
1797.00000000,BACKGROUND172,BACKGROUND201,0.88558376
