# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
227.00000000,BACKGROUND14,SURVEILLANCE_LUFTHANSA,261.90788067
239.00000000,BACKGROUND15,SURVEILLANCE_LUFTHANSA,359.38047364
239.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,458.05788365
272.00000000,BACKGROUND18,BACKGROUND5,0.23759852
330.00000000,BACKGROUND4,SURVEILLANCE_EUROWINGS,489.87329840
362.00000000,BACKGROUND27,BACKGROUND4,0.57420073
469.00000000,BACKGROUND23,BACKGROUND44,0.01139906
531.00000000,BACKGROUND36,BACKGROUND49,0.00184562
564.00000000,BACKGROUND36,BACKGROUND55,0.00530018
606.00000000,SURVEILLANCEOP4,SURVEILLANCEOP5,6.06560571
658.00000000,BACKGROUND57,BACKGROUND80,3.48421014
663.00000000,BACKGROUND36,BACKGROUND57,8.85182828
680.00000000,BACKGROUND44,BACKGROUND65,5.67840606
692.00000000,BACKGROUND27,BACKGROUND34,0.02052812
770.00000000,BACKGROUND57,BACKGROUND76,0.26210079
851.00000000,BACKGROUND27,BACKGROUND58,0.14144476
974.00000000,BACKGROUND59,BACKGROUND83,0.00126819
1085.00000000,BACKGROUND47,BACKGROUND69,0.00169148
1195.00000000,BACKGROUND2,BACKGROUND6,0.25586842
1196.00000000,BACKGROUND2,BACKGROUND6,0.25586893
1197.00000000,BACKGROUND2,BACKGROUND6,0.25586945
1198.00000000,BACKGROUND2,BACKGROUND6,0.25586996
1198.00000000,BACKGROUND123,BACKGROUND59,2.02700267
1199.00000000,BACKGROUND2,BACKGROUND6,0.25587048
1200.00000000,BACKGROUND2,BACKGROUND6,0.25587100
1201.00000000,BACKGROUND2,BACKGROUND6,0.25587152
1202.00000000,BACKGROUND2,BACKGROUND6,0.25587204
1203.00000000,BACKGROUND2,BACKGROUND6,0.25587256
1204.00000000,BACKGROUND2,BACKGROUND6,0.25587308
1205.00000000,BACKGROUND2,BACKGROUND6,0.25587359
1206.00000000,BACKGROUND2,BACKGROUND6,0.25587412
1207.00000000,BACKGROUND2,BACKGROUND6,0.25587464
1208.00000000,BACKGROUND2,BACKGROUND6,0.25587516
1209.00000000,BACKGROUND2,BACKGROUND6,0.25587568
1210.00000000,BACKGROUND2,BACKGROUND6,0.25587620
1211.00000000,BACKGROUND2,BACKGROUND6,0.25587673
1212.00000000,BACKGROUND2,BACKGROUND6,0.25587725
1213.00000000,BACKGROUND2,BACKGROUND6,0.25587778
1214.00000000,BACKGROUND2,BACKGROUND6,0.25587830
1215.00000000,BACKGROUND2,BACKGROUND6,0.25587883
1216.00000000,BACKGROUND2,BACKGROUND6,0.25587935
1217.00000000,BACKGROUND2,BACKGROUND6,0.25587988
1218.00000000,BACKGROUND2,BACKGROUND6,0.25588041
1219.00000000,BACKGROUND2,BACKGROUND6,0.25588093
1220.00000000,BACKGROUND2,BACKGROUND6,0.25588146
1221.00000000,BACKGROUND2,BACKGROUND6,0.25588199
1222.00000000,BACKGROUND2,BACKGROUND6,0.25588252
1223.00000000,BACKGROUND2,BACKGROUND6,0.25588305
1224.00000000,BACKGROUND2,BACKGROUND6,0.25588358
1225.00000000,BACKGROUND2,BACKGROUND6,0.25588411
1226.00000000,BACKGROUND2,BACKGROUND6,0.25588464
1227.00000000,BACKGROUND2,BACKGROUND6,0.25588517
1228.00000000,BACKGROUND2,BACKGROUND6,0.25588571
1229.00000000,BACKGROUND2,BACKGROUND6,0.25588624
1230.00000000,BACKGROUND2,BACKGROUND6,0.25588677
1231.00000000,BACKGROUND2,BACKGROUND6,0.25588731
1232.00000000,BACKGROUND2,BACKGROUND6,0.25588784
1233.00000000,BACKGROUND2,BACKGROUND6,0.25588838
1234.00000000,BACKGROUND2,BACKGROUND6,0.25588891
1235.00000000,BACKGROUND2,BACKGROUND6,0.25588945
1236.00000000,BACKGROUND2,BACKGROUND6,0.25588999
1237.00000000,BACKGROUND2,BACKGROUND6,0.25589052
1238.00000000,BACKGROUND2,BACKGROUND6,0.25589106
1239.00000000,BACKGROUND2,BACKGROUND6,0.25589160
1240.00000000,BACKGROUND2,BACKGROUND6,0.25589214
1241.00000000,BACKGROUND2,BACKGROUND6,0.25589268
1242.00000000,BACKGROUND2,BACKGROUND6,0.25589322
1243.00000000,BACKGROUND2,BACKGROUND6,0.25589376
1244.00000000,BACKGROUND2,BACKGROUND6,0.25589430
1245.00000000,BACKGROUND2,BACKGROUND6,0.25589484
1246.00000000,BACKGROUND2,BACKGROUND6,0.25589538
1247.00000000,BACKGROUND2,BACKGROUND6,0.25589593
1248.00000000,BACKGROUND2,BACKGROUND6,0.25589647
1249.00000000,BACKGROUND2,BACKGROUND6,0.25589701
1250.00000000,BACKGROUND2,BACKGROUND6,0.25589756
1251.00000000,BACKGROUND2,BACKGROUND6,0.25589810
1252.00000000,BACKGROUND2,BACKGROUND6,0.25589865
1253.00000000,BACKGROUND2,BACKGROUND6,0.25589920
1254.00000000,BACKGROUND2,BACKGROUND6,0.25589974
1255.00000000,BACKGROUND2,BACKGROUND6,0.25590029
1256.00000000,BACKGROUND2,BACKGROUND6,0.25590084
1257.00000000,BACKGROUND2,BACKGROUND6,0.25590139
1258.00000000,BACKGROUND2,BACKGROUND6,0.25590193
1259.00000000,BACKGROUND2,BACKGROUND6,0.25590248
1260.00000000,BACKGROUND2,BACKGROUND6,0.25590303
1261.00000000,BACKGROUND2,BACKGROUND6,0.25590358
1262.00000000,BACKGROUND2,BACKGROUND6,0.25590413
1263.00000000,BACKGROUND2,BACKGROUND6,0.25590469
1264.00000000,BACKGROUND2,BACKGROUND6,0.25590524
1265.00000000,BACKGROUND2,BACKGROUND6,0.25590579
1266.00000000,BACKGROUND2,BACKGROUND6,0.25590634
1267.00000000,BACKGROUND2,BACKGROUND6,0.25590690
1268.00000000,BACKGROUND2,BACKGROUND6,0.25590745
1269.00000000,BACKGROUND2,BACKGROUND6,0.25590801
1270.00000000,BACKGROUND2,BACKGROUND6,0.25590856
1271.00000000,BACKGROUND2,BACKGROUND6,0.25590912
1272.00000000,BACKGROUND2,BACKGROUND6,0.25590967
1273.00000000,BACKGROUND2,BACKGROUND6,0.25591023
1274.00000000,BACKGROUND2,BACKGROUND6,0.25591079
1275.00000000,BACKGROUND2,BACKGROUND6,0.25591134
1276.00000000,BACKGROUND2,BACKGROUND6,0.25591190
1277.00000000,BACKGROUND2,BACKGROUND6,0.25591246
1278.00000000,BACKGROUND2,BACKGROUND6,0.25591302
1279.00000000,BACKGROUND2,BACKGROUND6,0.25591358
1280.00000000,BACKGROUND2,BACKGROUND6,0.25591414
1281.00000000,BACKGROUND2,BACKGROUND6,0.25591470
1282.00000000,BACKGROUND2,BACKGROUND6,0.25591526
1283.00000000,BACKGROUND2,BACKGROUND6,0.25591583
1284.00000000,BACKGROUND2,BACKGROUND6,0.25591639
1285.00000000,BACKGROUND2,BACKGROUND6,0.25591695
1286.00000000,BACKGROUND2,BACKGROUND6,0.25591752
1287.00000000,BACKGROUND2,BACKGROUND6,0.25591808
1288.00000000,BACKGROUND2,BACKGROUND6,0.25591865
1289.00000000,BACKGROUND2,BACKGROUND6,0.25591921
1290.00000000,BACKGROUND2,BACKGROUND6,0.25591978
1291.00000000,BACKGROUND2,BACKGROUND6,0.25592034
1292.00000000,BACKGROUND2,BACKGROUND6,0.25592091
1293.00000000,BACKGROUND2,BACKGROUND6,0.25592148
1294.00000000,BACKGROUND2,BACKGROUND6,0.25592205
1295.00000000,BACKGROUND2,BACKGROUND6,0.25592262
1296.00000000,BACKGROUND2,BACKGROUND6,0.25592318
1297.00000000,BACKGROUND2,BACKGROUND6,0.25592375
1298.00000000,BACKGROUND2,BACKGROUND6,0.25592432
1299.00000000,BACKGROUND2,BACKGROUND6,0.25592490
1300.00000000,BACKGROUND2,BACKGROUND6,0.25592547
1301.00000000,BACKGROUND2,BACKGROUND6,0.25592604
1302.00000000,BACKGROUND2,BACKGROUND6,0.25592661
1303.00000000,BACKGROUND2,BACKGROUND6,0.25592718
1304.00000000,BACKGROUND2,BACKGROUND6,0.25592776
1305.00000000,BACKGROUND2,BACKGROUND6,0.25592833
1306.00000000,BACKGROUND2,BACKGROUND6,0.25592891
1307.00000000,BACKGROUND2,BACKGROUND6,0.25592948
1308.00000000,BACKGROUND2,BACKGROUND6,0.25593006
1309.00000000,BACKGROUND2,BACKGROUND6,0.25593063
1310.00000000,BACKGROUND2,BACKGROUND6,0.25593121
